FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
73486.4,51535,93451.1,118231,86107,89985.7,3427.27,2997.06,0.963
54722.4,41762,85874.4,83756,66018,83144.5,2852.85,4037.22,0.969
47596.8,34965,89212.2,91594.6,69405,86488.6,1031.8,1882.98,0.972
55116.8,44578,81029.5,109058,86546,82583.1,5528.6,3546.18,0.973
46564,33813,90249.9,98951.9,73281,88493.8,1119.58,3820.74,0.985
77234.4,57677,87758.3,79630.3,59056,88367.9,1526.91,2016.96,0.987
90674.4,66126,89865.4,86963,65591,86890.1,1034.11,1963.5,0.992
62420.8,46376,88209.6,90057.7,66732,88443.6,14880.2,6202.02,0.996
57973.6,46477,81747.1,96016.7,76285,82487.4,582.12,1840.74,0.996
48796,36189,88366.5,114724,81657,92074.7,9293.13,4396.92,0.998
53388.8,43732,80007.5,76326.2,65648,76196,9180.71,5410.68,1
54384,37871,94111.8,95534.7,66607,93998.5,10478.2,5525.52,1.004
44656,35558,82304.3,96449.4,75494,83727.3,17783.2,5643.66,1.004
74811.2,52201,93922.1,97883.2,70308,91239.6,1717.87,1931.82,1.006
64042.4,46671,89929.1,109973,77195,93363.4,9467.15,7063.32,1.018
61196.8,43883,91392.9,104430,75839,90243.2,17076.3,4911.72,1.019
61447.2,45369,88761.1,72507.8,56564,84008.8,1268.96,2572.68,1.023
86199.2,57781,97768.3,153421,96041,104691,44294.2,5049.66,1.023
111777,75625,96864.9,178559,117917,99239.7,37558.3,4579.08,1.026
63372.8,48002,86521.4,125574,92946,88541.9,43685.9,2853.84,1.029
71573.6,53199,88171.7,72507.8,56955,83432.1,938.63,1900.14,1.044
52934.4,39176,88551.9,113202,85537,86732.4,18253.6,3268.32,1.047
38192.8,30957,80854.2,81161.1,66413,80089.3,7882.49,4481.4,1.052
54278.4,40908,86955.8,102625,77900,86336.6,23667.5,5690.52,1.054
96363.2,64768,97505.8,192264,124964,100831,35689.5,4497.24,1.055
37836,31000,79987.8,121569,96785,82318.1,3696,2191.2,1.056
48516.8,34167,93060.5,105823,73291,94625.4,1108.8,1877.7,1.059
60019.2,48164,81667.2,114380,86864,86296.2,1108.8,2083.62,1.059
51619.2,36673,92245.4,131618,92193,93561.8,749.21,1963.5,1.06
89264,63946,91483.5,100150,67946,96597.8,11255.9,2959.44,1.06
70292,53433,86213.7,87757.7,66740,86174.5,4501.42,2573.34,1.068
91134.4,67353,88675.8,108304,84457,84040.2,34614.6,5219.28,1.073
63015.2,49316,83740.9,77537.5,60916,83418.1,1487.64,3045.24,1.073
73820,51886,93240.3,188138,124986,98649.5,23970.1,2546.94,1.078
73461.6,54855,87765.6,101531,78071,85229.7,31741.7,6225.78,1.085
