step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,1860686.0,1997034.0,245675.0,371356.0,1750759.0,1080902.0,507153.0,637953.0,826137.0,1024311.0
wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,1061235.0,3554318.0,339901.0,805842.0,1662984.0,1224834.0,975623.0,1645221.0,344578.0,1345970.0
ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,1716957.0,636878.0,2639602.0,401802.0,1133492.0,674704.0,1621816.0,320054.0,2026470.0,852462.0
ba1,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,2505960.0,1299262.0,608544.0,3334143.0,165695.0,98249.0,2505140.0,1401771.0,1586887.0,2561292.0
ba1,ba1,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,210606.0,445498.0,158014.0,743154.0,118206.0,55288.0,322100.0,121367.0,329698.0,508658.0
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,ba1,ba1,1965965.0,944642.0,301931.0,187144.0,1429761.0,732190.0,654127.0,424869.0,1584052.0,828259.0
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,ba1,1184998.0,413171.0,188365.0,27388.0,686638.0,671278.0,765260.0,343074.0,1669648.0,362083.0
wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,491561.0,1022781.0,138507.0,867663.0,101411.0,144540.0,400962.0,1147259.0,552828.0,788837.0
ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,1238592.0,616475.0,510215.0,1256204.0,0.0,0.0,1011552.0,254112.0,205810.0,725495.0
ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,1413356.0,558857.0,2517600.0,472642.0,1024923.0,352731.0,901690.0,364095.0,3547419.0,529575.0
ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,420553.0,19001.0,506803.0,8676.0,105470.0,98200.0,130836.0,33066.0,907767.0,68288.0
ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,1206877.0,980855.0,17382.0,68012.0,474614.0,251271.0,19246.0,141888.0,93358.0,315709.0
wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba4,1544522.0,981837.0,1184949.0,1905955.0,122270.0,375235.0,1636899.0,1711643.0,791254.0,3602455.0
wuhan,wuhan,wuhan,wuhan,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,62831.0,218046.0,43739.0,151747.0,14769.0,28679.0,96067.0,287524.0,77176.0,129046.0
wuhan,wuhan,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,116146.0,317707.0,58077.0,194336.0,46897.0,47744.0,176793.0,320565.0,173251.0,201885.0
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,wuhan,wuhan,wuhan,904039.0,599461.0,1668765.0,349638.0,944251.0,308979.0,1055110.0,274104.0,2397036.0,403557.0
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba1,ba1,ba1,971293.0,1960537.0,50112.0,227670.0,1360341.0,1199004.0,302892.0,939789.0,124294.0,510836.0
ba1,ba1,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,137977.0,438622.0,123933.0,526647.0,59452.0,48855.0,181422.0,72214.0,222546.0,436173.0
ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,2149941.0,721484.0,2941697.0,471625.0,1481110.0,839212.0,2581054.0,404875.0,2573102.0,969077.0
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,wuhan,wuhan,1142444.0,573283.0,1871091.0,500550.0,966144.0,323672.0,965815.0,323696.0,2826380.0,439246.0
ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,368821.0,682828.0,148199.0,882895.0,93295.0,89119.0,406543.0,330561.0,446672.0,934048.0
wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,6978.0,71357.0,4496.0,37987.0,1027.0,7658.0,40301.0,67570.0,14947.0,51888.0
wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,642886.0,937324.0,77197.0,238223.0,833442.0,346327.0,374349.0,858890.0,377726.0,170155.0
wuhan,wuhan,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,293626.0,659577.0,145161.0,596443.0,121474.0,110608.0,370791.0,793829.0,315887.0,599779.0
