step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
ba1,wuhan,ba1,wuhan,wuhan,wuhan,ba4,ba4,ba1,ba4,ba1,ba1,wuhan,0.0004366792839097077,0.0005019711640685153,0.0012502957964741666,0.001703485246804164,0.0013593004640124317,0.0010679974722951015,0.00593904570440575,0.00047021184778419056,0.0016537302723790247,0.0018589470747486056
ba4,wuhan,ba1,ba4,ba4,ba4,ba1,ba1,ba1,wuhan,ba1,ba4,wuhan,0.0008719295631410085,0.00026305947230023674,0.0003837489660204214,0.0011788304925402489,0.0005656391267537209,0.0008022164612446741,0.001794647284525357,0.00032718497214029215,0.0013028176311506686,0.00046907180547049645
ba1,ba1,ba1,ba1,ba4,ba1,ba1,ba4,ba1,ba1,ba1,wuhan,wuhan,0.00010983106804345101,0.0001653948962411387,0.00019544579524527302,0.000586354175391228,0.00038707423168700373,0.0006993125528482362,0.0017489280202390841,0.00018747887105714038,0.0007994744471460436,0.0006239475572545281
ba4,wuhan,wuhan,ba1,wuhan,ba4,ba4,ba4,ba1,ba1,ba1,ba1,wuhan,0.0005569451355073487,0.00023695248537144737,0.0003582504356092314,0.0006724748651623811,0.0002860416074101646,0.00031597420098222447,0.0014386852620092224,0.00016722381994172433,0.001779290425514692,0.0007756644938469535
ba4,wuhan,wuhan,ba1,wuhan,ba1,ba1,wuhan,ba4,ba4,wuhan,ba1,ba4,0.0025571986446521556,0.00044218794112529654,0.000560367838333318,0.0008667419026087343,9.237012970025847e-05,0.0001937279199262709,0.001176197428952501,0.0005642376013075058,0.00031637445384278477,0.0015293794431563553
ba4,wuhan,wuhan,wuhan,wuhan,ba4,wuhan,ba1,wuhan,wuhan,ba1,wuhan,ba4,0.0011183299685525805,0.00015950320020379784,0.0001842118490090033,0.0005710202250163483,4.7738154926261316e-05,0.00013097143051490898,0.000993647933769043,0.0002827183908646106,0.0004344215085089616,0.0007407356504312645
ba4,ba4,wuhan,ba4,ba4,ba1,ba4,ba1,ba4,wuhan,ba1,wuhan,wuhan,0.0006294984403513074,0.0004235946580736651,0.00026879794599199235,0.0011568841827800775,0.0005046892241875932,0.0012885337362778335,0.0021519162756169752,0.000289026167320274,0.00158770092113876,0.0010796346424991683
wuhan,wuhan,ba4,ba4,wuhan,ba4,wuhan,ba4,ba4,ba1,ba4,ba4,ba1,0.0009777206313819951,0.0008427831531169794,0.00023424992908415847,0.000984113723550357,0.0008103183030343384,0.0006203845283957787,0.0001535672281158465,0.001148055479876424,0.000622965192824431,0.0001480378097147317
ba1,wuhan,wuhan,ba4,ba1,ba4,ba4,ba1,ba1,ba1,ba1,ba4,wuhan,0.0003366917108707271,0.0004474377157704985,0.000879879359150192,0.0019339516082280872,0.0014272492892179643,0.0012109782550590656,0.0034950071192891463,0.0005036721796735069,0.0006619979925221168,0.0004480040383934857
ba1,ba1,wuhan,wuhan,wuhan,wuhan,ba4,wuhan,ba4,wuhan,ba4,wuhan,ba1,0.00040848882164226565,0.0010419406019207505,0.000666114868339806,0.0017478410180209168,0.0009676466227969428,0.0021133477170382285,0.0005720123142927872,0.0009579410785471841,0.0009996395532826648,0.0006098154558285154
ba1,ba4,ba1,wuhan,ba4,ba4,wuhan,ba4,ba1,wuhan,ba1,ba1,ba4,0.0008462343739691622,0.0010027306932238972,0.002209316205770034,0.0013682953237906673,0.000364458684066243,0.0005674892439633401,0.002516986996444216,0.0013386740956799492,0.00044716517971369777,0.002182548838014112
wuhan,ba4,ba1,ba1,ba4,wuhan,ba1,ba4,wuhan,ba1,ba4,ba4,ba4,0.0009438494375745036,0.0005824415466453023,0.0004331601177670796,0.0009524198242870747,0.00010931094895797387,0.00010540161976371592,0.0006372457496179279,0.001030761910781003,9.856488059487156e-05,0.0008148323050343793
ba1,ba4,ba1,ba1,wuhan,ba4,ba4,ba4,ba4,ba4,ba1,wuhan,ba4,0.00046109011653555973,0.00043992898582508803,0.0006982376845756772,0.0008397432051363506,0.00011867534871466313,0.00034072060097567794,0.0017331679244942152,0.0007440728476567873,0.00034522621763934423,0.0012395437298185494
ba1,ba4,ba4,wuhan,ba1,ba4,ba1,ba1,wuhan,wuhan,ba1,wuhan,ba1,0.00031019330184397977,0.0010333127163600663,0.0008293314400911844,0.0014890728915419814,0.00100369203479095,0.002235713163466976,0.0006444626687155346,0.000865953733588352,0.000821515760761651,0.0005276445471403541
wuhan,ba1,wuhan,wuhan,ba1,ba1,ba4,ba1,ba1,ba4,ba1,ba4,wuhan,0.0009419056318203423,0.0009283622588555997,0.00035634625539515875,0.001748411506506809,0.0015459492854582042,0.001116536528972748,0.0016603964510847418,0.00107451383081974,0.0012682863377681515,0.00047919093154252996
