path_rank,path,step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13
753,0000000000000->0000000000100->0000100000100->0000101000100->0001101000100->0001111000100->0001111001100->0011111001100->0011111101100->1011111101100->1011111101101->1011111101111->1111111101111->1111111111111,0,4,260,324,836,964,972,1996,2028,6124,6125,6127,8175,8191
754,0000000000000->0000000000010->1000000000010->1100000000010->1100001000010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,2,4098,6146,6210,6226,6482,6994,6995,7027,7035,8059,8187,8191
755,0000000000000->0000000000010->0000100000010->0000100000110->0001100000110->0001100010110->0011100010110->0111100010110->0111100011110->0111110011110->1111110011110->1111111011110->1111111111110->1111111111111,0,2,258,262,774,790,1814,3862,3870,3998,8094,8158,8190,8191
756,0000000000000->0001000000000->0001010000000->1001010000000->1001010001000->1001010101000->1001010111000->1101010111000->1101011111000->1101011111001->1101111111001->1101111111011->1111111111011->1111111111111,0,512,640,4736,4744,4776,4792,6840,6904,6905,7161,7163,8187,8191
757,0000000000000->0000100000000->0000100000100->0000100000101->0000110000101->0010110000101->0011110000101->0011110001101->0111110001101->1111110001101->1111110011101->1111111011101->1111111111101->1111111111111,0,256,260,261,389,1413,1925,1933,3981,8077,8093,8157,8189,8191
758,0000000000000->0001000000000->1001000000000->1001100000000->1001110000000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,512,4608,4864,4992,5024,6048,8096,8104,8168,8169,8185,8187,8191
759,0000000000000->0000100000000->0000110000000->0100110000000->0100110000010->0110110000010->0110110000011->0111110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,256,384,2432,2434,3458,3459,3971,8067,8075,8107,8171,8187,8191
760,0000000000000->0000100000000->0000100000100->0001100000100->0001110000100->0001110001100->1001110001100->1011110001100->1111110001100->1111111001100->1111111001101->1111111101101->1111111101111->1111111111111,0,256,260,772,900,908,5004,6028,8076,8140,8141,8173,8175,8191
761,0000000000000->0000001000000->0000001000100->0001001000100->0001011000100->0001011001100->0001111001100->0011111001100->0011111101100->0011111101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,68,580,708,716,972,1996,2028,2029,6125,6127,8175,8191
762,0000000000000->0001000000000->0001100000000->0001100100000->0011100100000->0111100100000->0111110100000->0111110101000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,768,800,1824,3872,4000,4008,8104,8168,8169,8171,8187,8191
763,0000000000000->0001000000000->0001000100000->1001000100000->1001010100000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,544,4640,4768,5024,6048,8096,8104,8168,8169,8171,8187,8191
764,0000000000000->0100000000000->0100000000001->0101000000001->0101000100001->0101001100001->0101011100001->0101111100001->0101111110001->0101111111001->0101111111011->1101111111011->1111111111011->1111111111111,0,2048,2049,2561,2593,2657,2785,3041,3057,3065,3067,7163,8187,8191
765,0000000000000->0000001000000->0000001000100->0000001100100->0000001100101->1000001100101->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,68,100,101,4197,4325,4333,4335,4351,6399,6655,7167,8191
766,0000000000000->0000001000000->0000001000100->0000001100100->0000001100101->1000001100101->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,68,100,101,4197,4325,4333,4335,4351,6399,6655,7167,8191
767,0000000000000->0000010000000->1000010000000->1000010000010->1000010010010->1000110010010->1000110010011->1100110010011->1101110010011->1101110110011->1101111110011->1101111111011->1111111111011->1111111111111,0,128,4224,4226,4242,4498,4499,6547,7059,7091,7155,7163,8187,8191
768,0000000000000->1000000000000->1000000010000->1001000010000->1001000011000->1001010011000->1001010111000->1101010111000->1101010111001->1101011111001->1101111111001->1101111111011->1111111111011->1111111111111,0,4096,4112,4624,4632,4760,4792,6840,6841,6905,7161,7163,8187,8191
769,0000000000000->0000100000000->0000110000000->0100110000000->0100110010000->0110110010000->0111110010000->1111110010000->1111110011000->1111111011000->1111111111000->1111111111001->1111111111011->1111111111111,0,256,384,2432,2448,3472,3984,8080,8088,8152,8184,8185,8187,8191
770,0000000000000->0000010000000->0000010000010->0100010000010->0100110000010->0101110000010->0101110010010->0101110011010->0101110011011->0101110111011->0101111111011->0111111111011->1111111111011->1111111111111,0,128,130,2178,2434,2946,2962,2970,2971,3003,3067,4091,8187,8191
771,0000000000000->0000010000000->0000010000010->0100010000010->0100110000010->0101110000010->0101110010010->0101110011010->0101110011011->0101110111011->0101111111011->0111111111011->1111111111011->1111111111111,0,128,130,2178,2434,2946,2962,2970,2971,3003,3067,4091,8187,8191
772,0000000000000->0000000010000->0100000010000->1100000010000->1100001010000->1100001011000->1100001011001->1100011011001->1101011011001->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,16,2064,6160,6224,6232,6233,6361,6873,6905,7161,8185,8187,8191
773,0000000000000->0000000010000->1000000010000->1000000010001->1000000010101->1000000011101->1001000011101->1001100011101->1011100011101->1111100011101->1111101011101->1111111011101->1111111111101->1111111111111,0,16,4112,4113,4117,4125,4637,4893,5917,7965,8029,8157,8189,8191
774,0000000000000->0100000000000->1100000000000->1101000000000->1101000100000->1101001100000->1101001101000->1101011101000->1101011111000->1101111111000->1111111111000->1111111111001->1111111111011->1111111111111,0,2048,6144,6656,6688,6752,6760,6888,6904,7160,8184,8185,8187,8191
775,0000000000000->0000000010000->0000000010100->0000010010100->0010010010100->0010110010100->0011110010100->0011110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,20,148,1172,1428,1940,1941,6037,6045,8093,8157,8189,8191
776,0000000000000->0000010000000->0001010000000->1001010000000->1001110000000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,128,640,4736,4992,5024,6048,8096,8104,8168,8169,8185,8187,8191
777,0000000000000->0000000010000->1000000010000->1000100010000->1001100010000->1001100010001->1001100110001->1011100110001->1111100110001->1111100111001->1111101111001->1111111111001->1111111111011->1111111111111,0,16,4112,4368,4880,4881,4913,5937,7985,7993,8057,8185,8187,8191
778,0000000000000->0001000000000->0001000100000->0001100100000->0011100100000->1011100100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,544,800,1824,5920,6048,8096,8104,8168,8169,8171,8187,8191
779,0000000000000->0001000000000->0001010000000->0001010001000->1001010001000->1001010011000->1001010111000->1101010111000->1101011111000->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,512,640,648,4744,4760,4792,6840,6904,6905,7161,8185,8187,8191
780,0000000000000->1000000000000->1000001000000->1000011000000->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,4096,4160,4288,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
781,0000000000000->1000000000000->1000000000010->1000100000010->1000100000011->1000100010011->1100100010011->1100110010011->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,4096,4098,4354,4355,4371,6419,6547,7059,7123,7155,7163,8187,8191
782,0000000000000->0001000000000->0001000010000->0001100010000->1001100010000->1001100010001->1011100010001->1011100110001->1111100110001->1111100111001->1111101111001->1111111111001->1111111111011->1111111111111,0,512,528,784,4880,4881,5905,5937,7985,7993,8057,8185,8187,8191
783,0000000000000->0001000000000->0001000010000->0001100010000->0001100010001->1001100010001->1001100110001->1011100110001->1111100110001->1111100111001->1111100111011->1111101111011->1111111111011->1111111111111,0,512,528,784,785,4881,4913,5937,7985,7993,7995,8059,8187,8191
784,0000000000000->0000010000000->0000010010000->0000011010000->1000011010000->1000011010010->1100011010010->1100111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,128,144,208,4304,4306,6354,6610,7122,7123,7155,7163,8187,8191
785,0000000000000->0000000000001->0000000010001->0000000010011->0000100010011->1000100010011->1000110010011->1100110010011->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,1,17,19,275,4371,4499,6547,7059,7123,7155,7163,8187,8191
786,0000000000000->0000010000000->0000010000010->0100010000010->0100010000011->0101010000011->0111010000011->0111110000011->0111110001011->0111110101011->0111111101011->0111111111011->1111111111011->1111111111111,0,128,130,2178,2179,2691,3715,3971,3979,4011,4075,4091,8187,8191
787,0000000000000->0001000000000->0001010000000->0001010001000->0001010101000->0001010111000->0101010111000->1101010111000->1101010111001->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,512,640,648,680,696,2744,6840,6841,6905,7161,8185,8187,8191
788,0000000000000->0000100000000->0000100000001->0000100000011->0000100010011->1000100010011->1100100010011->1101100010011->1101100011011->1111100011011->1111100111011->1111101111011->1111111111011->1111111111111,0,256,257,259,275,4371,6419,6931,6939,7963,7995,8059,8187,8191
789,0000000000000->0000000000010->0000000000110->1000000000110->1000000000111->1100000000111->1101000000111->1101000001111->1111000001111->1111000011111->1111000111111->1111001111111->1111011111111->1111111111111,0,2,6,4102,4103,6151,6663,6671,7695,7711,7743,7807,7935,8191
790,0000000000000->0000000000100->0000100000100->0100100000100->0100100010100->0100110010100->0100111010100->0100111110100->0101111110100->0101111111100->0101111111101->0101111111111->1101111111111->1111111111111,0,4,260,2308,2324,2452,2516,2548,3060,3068,3069,3071,7167,8191
791,0000000000000->0001000000000->0001000100000->0001100100000->0011100100000->1011100100000->1111100100000->1111100101000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,544,800,1824,5920,7968,7976,8104,8168,8169,8171,8187,8191
792,0000000000000->0000000000001->0100000000001->0100001000001->0101001000001->0101001001001->0101001011001->0101001111001->0101011111001->0101111111001->0101111111011->0111111111011->1111111111011->1111111111111,0,1,2049,2113,2625,2633,2649,2681,2809,3065,3067,4091,8187,8191
793,0000000000000->0000000000010->0100000000010->0101000000010->0101000010010->0101000010011->0101000110011->0101000111011->0101100111011->0111100111011->0111101111011->1111101111011->1111111111011->1111111111111,0,2,2050,2562,2578,2579,2611,2619,2875,3899,3963,8059,8187,8191
794,0000000000000->0000000000010->0100000000010->0100000010010->0101000010010->0101000010011->0101000110011->0101000111011->0101100111011->0101110111011->0101111111011->0111111111011->1111111111011->1111111111111,0,2,2050,2066,2578,2579,2611,2619,2875,3003,3067,4091,8187,8191
795,0000000000000->0000001000000->0000011000000->0000011000100->0000011100100->0000011100101->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,192,196,228,229,4325,4333,4335,4351,6399,6655,7167,8191
796,0000000000000->0000100000000->0001100000000->0011100000000->0011100100000->1011100100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,256,768,1792,1824,5920,6048,8096,8104,8168,8169,8185,8187,8191
797,0000000000000->0000000000010->0000001000010->0000001010010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,2,66,82,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
798,0000000000000->1000000000000->1000001000000->1000011000000->1000011000010->1000011010010->1100011010010->1100111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,4096,4160,4288,4290,4306,6354,6610,7122,7123,7155,7163,8187,8191
799,0000000000000->0000000010000->1000000010000->1000000010010->1100000010010->1100000010011->1100010010011->1100010011011->1100110011011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,16,4112,4114,6162,6163,6291,6299,6555,7067,7099,7163,8187,8191
800,0000000000000->0000010000000->0001010000000->1001010000000->1001010100000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,128,640,4736,4768,5024,6048,8096,8104,8168,8169,8171,8187,8191
801,0000000000000->0000000000001->1000000000001->1000000000101->1000000010101->1000010010101->1001010010101->1011010010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,1,4097,4101,4117,4245,4757,5781,6037,6045,8093,8157,8189,8191
802,0000000000000->0000000000001->1000000000001->1000010000001->1000010001001->1000010001101->1000010001111->1100010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,1,4097,4225,4233,4237,4239,6287,6799,6831,7855,7919,8175,8191
803,0000000000000->0000010000000->0000010000100->0000110000100->0001110000100->0001110010100->0011110010100->0011110010101->0111110010101->1111110010101->1111110011101->1111111011101->1111111111101->1111111111111,0,128,132,388,900,916,1940,1941,3989,8085,8093,8157,8189,8191
804,0000000000000->0000000010000->0000100010000->0100100010000->0100101010000->0101101010000->1101101010000->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,16,272,2320,2384,2896,6992,6994,6995,7027,7035,8059,8187,8191
805,0000000000000->0000010000000->0000010000010->0000010000110->0000010000111->0100010000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,128,130,134,135,2183,2695,2703,6799,6831,7855,7919,7935,8191
806,0000000000000->1000000000000->1000000010000->1000001010000->1000001010100->1000001011100->1000001111100->1000001111101->1000011111101->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,4096,4112,4176,4180,4188,4220,4221,4349,4351,6399,6655,7167,8191
807,0000000000000->0100000000000->0101000000000->0111000000000->1111000000000->1111100000000->1111100001000->1111100101000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,2048,2560,3584,7680,7936,7944,7976,8104,8168,8169,8171,8187,8191
808,0000000000000->0000000000100->0000000000110->0000000000111->1000000000111->1100000000111->1101000000111->1101010000111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,4,6,7,4103,6151,6663,6791,6799,6831,7855,7919,7935,8191
809,0000000000000->0000100000000->1000100000000->1000100000001->1000100000101->1001100000101->1001100010101->1001100011101->1011100011101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,256,4352,4353,4357,4869,4885,4893,5917,6045,8093,8157,8189,8191
810,0000000000000->0000000000010->1000000000010->1000010000010->1000010000110->1000010000111->1100010000111->1101010000111->1101010100111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,2,4098,4226,4230,4231,6279,6791,6823,6831,7855,7919,8175,8191
811,0000000000000->0000000000100->0000000010100->0000000010110->0000100010110->0100100010110->0110100010110->0111100010110->0111100011110->0111110011110->0111111011110->1111111011110->1111111111110->1111111111111,0,4,20,22,278,2326,3350,3862,3870,3998,4062,8158,8190,8191
812,0000000000000->1000000000000->1000000000001->1000000010001->1000000010011->1100000010011->1100100010011->1100110010011->1101110010011->1101110110011->1101110111011->1101111111011->1111111111011->1111111111111,0,4096,4097,4113,4115,6163,6419,6547,7059,7091,7099,7163,8187,8191
813,0000000000000->0000000010000->0001000010000->0001000110000->0001000111000->1001000111000->1101000111000->1111000111000->1111001111000->1111001111010->1111001111110->1111001111111->1111011111111->1111111111111,0,16,528,560,568,4664,6712,7736,7800,7802,7806,7807,7935,8191
814,0000000000000->0000001000000->0000001000100->0000001000101->0001001000101->1001001000101->1001101000101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,68,69,581,4677,4933,4941,5965,5997,6125,6127,8175,8191
815,0000000000000->0000010000000->0100010000000->0101010000000->0101110000000->0101110010000->0101110010001->0101110110001->0101110111001->0101110111011->0101111111011->1101111111011->1111111111011->1111111111111,0,128,2176,2688,2944,2960,2961,2993,3001,3003,3067,7163,8187,8191
816,0000000000000->0000010000000->0000010000010->0000110000010->0100110000010->0101110000010->0101110001010->0101110011010->0101110011011->0101110111011->0101111111011->0111111111011->1111111111011->1111111111111,0,128,130,386,2434,2946,2954,2970,2971,3003,3067,4091,8187,8191
817,0000000000000->0000000000001->0001000000001->0011000000001->0111000000001->0111100000001->0111100010001->1111100010001->1111100011001->1111100011011->1111100111011->1111101111011->1111111111011->1111111111111,0,1,513,1537,3585,3841,3857,7953,7961,7963,7995,8059,8187,8191
818,0000000000000->0001000000000->0001010000000->0001110000000->0001110100000->0011110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,640,896,928,1952,6048,8096,8104,8168,8169,8171,8187,8191
819,0000000000000->0000000000010->0100000000010->0100000010010->0100000010011->0101000010011->0101000110011->0101000111011->0101100111011->0101110111011->0101111111011->0111111111011->1111111111011->1111111111111,0,2,2050,2066,2067,2579,2611,2619,2875,3003,3067,4091,8187,8191
820,0000000000000->1000000000000->1000000000100->1000100000100->1001100000100->1001100010100->1001100011100->1011100011100->1011100011101->1111100011101->1111110011101->1111111011101->1111111111101->1111111111111,0,4096,4100,4356,4868,4884,4892,5916,5917,7965,8093,8157,8189,8191
821,0000000000000->0000001000000->0000001100000->0000101100000->0000101100010->0000111100010->0000111110010->0100111110010->0100111110011->0101111110011->1101111110011->1101111111011->1111111111011->1111111111111,0,64,96,352,354,482,498,2546,2547,3059,7155,7163,8187,8191
822,0000000000000->0100000000000->0100100000000->0100100010000->0101100010000->0101100010010->0101100011010->1101100011010->1111100011010->1111100011011->1111100111011->1111101111011->1111111111011->1111111111111,0,2048,2304,2320,2832,2834,2842,6938,7962,7963,7995,8059,8187,8191
823,0000000000000->0001000000000->0001100000000->0011100000000->0011100000001->0011100100001->1011100100001->1011100110001->1111100110001->1111100111001->1111100111011->1111101111011->1111111111011->1111111111111,0,512,768,1792,1793,1825,5921,5937,7985,7993,7995,8059,8187,8191
824,0000000000000->0000000010000->0000100010000->1000100010000->1000100010100->1000100010101->1001100010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,272,4368,4372,4373,4885,5013,6037,6045,8093,8157,8189,8191
825,0000000000000->0000001000000->0000001100000->0000001100010->0000101100010->0000111100010->0000111110010->0100111110010->0100111110011->0101111110011->1101111110011->1101111111011->1111111111011->1111111111111,0,64,96,98,354,482,498,2546,2547,3059,7155,7163,8187,8191
826,0000000000000->0000000000010->0000000000110->1000000000110->1000000010110->1100000010110->1100000011110->1100100011110->1101100011110->1101100011111->1101110011111->1101111011111->1101111111111->1111111111111,0,2,6,4102,4118,6166,6174,6430,6942,6943,7071,7135,7167,8191
827,0000000000000->0000000010000->0000100010000->1000100010000->1000100010100->1000100010101->1001100010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,272,4368,4372,4373,4885,5013,6037,6045,8093,8157,8189,8191
828,0000000000000->0000001000000->0000001100000->1000001100000->1000001100010->1100001100010->1100011100010->1100011110010->1100111110010->1100111110011->1101111110011->1101111111011->1111111111011->1111111111111,0,64,96,4192,4194,6242,6370,6386,6642,6643,7155,7163,8187,8191
829,0000000000000->1000000000000->1000000000010->1000000000110->1000000000111->1100000000111->1101000000111->1101010000111->1101010100111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,4096,4098,4102,4103,6151,6663,6791,6823,6831,7855,7919,8175,8191
830,0000000000000->0000000010000->0100000010000->0100000011000->0100000011001->0100001011001->1100001011001->1110001011001->1110011011001->1110111011001->1110111011101->1111111011101->1111111111101->1111111111111,0,16,2064,2072,2073,2137,6233,7257,7385,7641,7645,8157,8189,8191
831,0000000000000->0000000010000->0001000010000->0001010010000->0001010011000->0001010111000->0101010111000->0101010111001->0101110111001->0101111111001->0111111111001->1111111111001->1111111111011->1111111111111,0,16,528,656,664,696,2744,2745,3001,3065,4089,8185,8187,8191
832,0000000000000->0000001000000->1000001000000->1000001000100->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,4160,4164,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
833,0000000000000->0001000000000->0001000010000->1001000010000->1001000010001->1001100010001->1011100010001->1011100110001->1111100110001->1111100111001->1111101111001->1111101111011->1111111111011->1111111111111,0,512,528,4624,4625,4881,5905,5937,7985,7993,8057,8059,8187,8191
834,0000000000000->0000000000010->0000000000110->1000000000110->1000010000110->1000010000111->1100010000111->1101010000111->1101010100111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,2,6,4102,4230,4231,6279,6791,6823,6831,7855,7919,7935,8191
835,0000000000000->0000000000100->1000000000100->1000001000100->1001001000100->1001001001100->1001101001100->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,4,4100,4164,4676,4684,4940,4941,5965,5997,6125,6127,8175,8191
836,0000000000000->0000001000000->0000001000100->0000001100100->0000001100101->0000011100101->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,68,100,101,229,4325,4333,4335,4351,6399,6655,7167,8191
837,0000000000000->0000000000100->1000000000100->1000100000100->1000100010100->1000100010101->1001100010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,4,4100,4356,4372,4373,4885,5013,6037,6045,8093,8157,8189,8191
838,0000000000000->0000000000010->0000010000010->0000010000011->0000010000111->0100010000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,2,130,131,135,2183,2695,2703,6799,6831,7855,7919,7935,8191
839,0000000000000->0000000010000->0000010010000->0100010010000->0110010010000->0111010010000->0111010011000->1111010011000->1111110011000->1111111011000->1111111111000->1111111111001->1111111111011->1111111111111,0,16,144,2192,3216,3728,3736,7832,8088,8152,8184,8185,8187,8191
840,0000000000000->0000100000000->0000100000010->0000110000010->0100110000010->0101110000010->0101111000010->0101111010010->0101111010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,256,258,386,2434,2946,3010,3026,3027,7123,7155,7163,8187,8191
841,0000000000000->0100000000000->0110000000000->0110000000100->0110000000110->0111000000110->0111100000110->0111100001110->0111100011110->0111110011110->1111110011110->1111111011110->1111111111110->1111111111111,0,2048,3072,3076,3078,3590,3846,3854,3870,3998,8094,8158,8190,8191
842,0000000000000->0000001000000->0000001000001->0000001000101->0000001001101->0000101001101->1000101001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,65,69,77,333,4429,4941,5965,5997,6125,6127,8175,8191
843,0000000000000->0000000010000->0000000010001->0100000010001->0100010010001->0100010010101->0100011010101->0100011011101->0101011011101->1101011011101->1101011111101->1111011111101->1111111111101->1111111111111,0,16,17,2065,2193,2197,2261,2269,2781,6877,6909,7933,8189,8191
844,0000000000000->0100000000000->0100001000000->0100011000000->0100111000000->0100111000001->0100111010001->0101111010001->0101111110001->1101111110001->1101111110011->1101111111011->1111111111011->1111111111111,0,2048,2112,2240,2496,2497,2513,3025,3057,7153,7155,7163,8187,8191
845,0000000000000->0000000000001->0000010000001->0000010010001->0000110010001->0000110010101->0001110010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,1,129,145,401,405,917,5013,6037,6045,8093,8157,8189,8191
846,0000000000000->0000000000100->0010000000100->0110000000100->0111000000100->1111000000100->1111000000101->1111000100101->1111000101101->1111000111101->1111001111101->1111001111111->1111011111111->1111111111111,0,4,1028,3076,3588,7684,7685,7717,7725,7741,7805,7807,7935,8191
847,0000000000000->0000000000100->0001000000100->0001100000100->0001100010100->1001100010100->1001100010101->1001100011101->1011100011101->1111100011101->1111110011101->1111111011101->1111111111101->1111111111111,0,4,516,772,788,4884,4885,4893,5917,7965,8093,8157,8189,8191
848,0000000000000->0000000000010->0000000010010->0000000010110->0100000010110->0100100010110->0110100010110->0111100010110->0111100011110->0111110011110->1111110011110->1111111011110->1111111111110->1111111111111,0,2,18,22,2070,2326,3350,3862,3870,3998,8094,8158,8190,8191
849,0000000000000->0000100000000->1000100000000->1000100000010->1000100000011->1000100010011->1100100010011->1100110010011->1101110010011->1101110110011->1101111110011->1101111111011->1111111111011->1111111111111,0,256,4352,4354,4355,4371,6419,6547,7059,7091,7155,7163,8187,8191
850,0000000000000->0001000000000->0001000010000->0001000010001->0001100010001->0011100010001->0111100010001->1111100010001->1111100011001->1111100011011->1111100111011->1111101111011->1111111111011->1111111111111,0,512,528,529,785,1809,3857,7953,7961,7963,7995,8059,8187,8191
851,0000000000000->0000100000000->0000100000100->0000110000100->0100110000100->0100110010100->0100111010100->0100111110100->0101111110100->0101111111100->1101111111100->1111111111100->1111111111101->1111111111111,0,256,260,388,2436,2452,2516,2548,3060,3068,7164,8188,8189,8191
852,0000000000000->1000000000000->1000100000000->1000100000010->1000110000010->1000110000011->1000110010011->1100110010011->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,4096,4352,4354,4482,4483,4499,6547,7059,7123,7155,7163,8187,8191
853,0000000000000->0100000000000->0100000010000->0101000010000->0101000010010->0101000010011->0101000110011->0101000111011->0101100111011->0101110111011->0101111111011->1101111111011->1111111111011->1111111111111,0,2048,2064,2576,2578,2579,2611,2619,2875,3003,3067,7163,8187,8191
854,0000000000000->0000010000000->1000010000000->1001010000000->1001110000000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,128,4224,4736,4992,5024,6048,8096,8104,8168,8169,8171,8187,8191
855,0000000000000->0000000000001->0001000000001->0001000001001->0001000101001->0001010101001->0001010111001->0101010111001->0101110111001->0101111111001->0111111111001->1111111111001->1111111111011->1111111111111,0,1,513,521,553,681,697,2745,3001,3065,4089,8185,8187,8191
856,0000000000000->0000010000000->0100010000000->0110010000000->0110010000001->0110010000101->0111010000101->0111110000101->1111110000101->1111110010101->1111110011101->1111111011101->1111111111101->1111111111111,0,128,2176,3200,3201,3205,3717,3973,8069,8085,8093,8157,8189,8191
857,0000000000000->0000000010000->0000000010100->0000010010100->0010010010100->0110010010100->0110010010101->0111010010101->0111110010101->0111110011101->0111111011101->1111111011101->1111111111101->1111111111111,0,16,20,148,1172,3220,3221,3733,3989,3997,4061,8157,8189,8191
858,0000000000000->0000000000001->0000100000001->0000100010001->0100100010001->0110100010001->0111100010001->0111100011001->0111100111001->0111101111001->0111101111011->1111101111011->1111111111011->1111111111111,0,1,257,273,2321,3345,3857,3865,3897,3961,3963,8059,8187,8191
859,0000000000000->0000000000001->0100000000001->0100001000001->0100001001001->1100001001001->1110001001001->1110001001101->1111001001101->1111101001101->1111101011101->1111111011101->1111111111101->1111111111111,0,1,2049,2113,2121,6217,7241,7245,7757,8013,8029,8157,8189,8191
860,0000000000000->0000001000000->1000001000000->1000001000100->1001001000100->1001101000100->1001101001100->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,4160,4164,4676,4932,4940,4941,5965,5997,6125,6127,8175,8191
861,0000000000000->0000010000000->0100010000000->0110010000000->0110110000000->0111110000000->0111110001000->0111110001001->1111110001001->1111110101001->1111111101001->1111111101011->1111111111011->1111111111111,0,128,2176,3200,3456,3968,3976,3977,8073,8105,8169,8171,8187,8191
862,0000000000000->0000010000000->0000011000000->0000011000100->0000111000100->0001111000100->0001111001100->0011111001100->0011111101100->0011111101110->0011111101111->1011111101111->1111111101111->1111111111111,0,128,192,196,452,964,972,1996,2028,2030,2031,6127,8175,8191
863,0000000000000->0000100000000->1000100000000->1001100000000->1001100100000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,256,4352,4864,4896,5024,6048,8096,8104,8168,8169,8171,8187,8191
