path_rank,path,step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13
552,0000000000000->0000000010000->0000000010010->0100000010010->0101000010010->0101000010011->0101000110011->0101000111011->0101100111011->0101110111011->0101111111011->1101111111011->1111111111011->1111111111111,0,16,18,2066,2578,2579,2611,2619,2875,3003,3067,7163,8187,8191
553,0000000000000->0000010000000->0100010000000->0100010000001->0100010000011->0101010000011->0111010000011->1111010000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,128,2176,2177,2179,2691,3715,7811,8067,8075,8107,8171,8187,8191
554,0000000000000->0100000000000->0100001000000->1100001000000->1101001000000->1101001100000->1101011100000->1101011101000->1101011111000->1101111111000->1101111111001->1111111111001->1111111111011->1111111111111,0,2048,2112,6208,6720,6752,6880,6888,6904,7160,7161,8185,8187,8191
555,0000000000000->0000100000000->0001100000000->0001110000000->0011110000000->0011110100000->0111110100000->0111110101000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,256,768,896,1920,1952,4000,4008,8104,8168,8169,8185,8187,8191
556,0000000000000->0000010000000->0000010000100->0001010000100->0011010000100->0011110000100->0011110000101->0011110001101->0111110001101->0111111001101->1111111001101->1111111011101->1111111111101->1111111111111,0,128,132,644,1668,1924,1925,1933,3981,4045,8141,8157,8189,8191
557,0000000000000->0001000000000->1001000000000->1001100000000->1001110000000->1011110000000->1111110000000->1111110001000->1111110001001->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,512,4608,4864,4992,6016,8064,8072,8073,8075,8107,8171,8187,8191
558,0000000000000->0000010000000->0000110000000->0000110000010->0100110000010->0101110000010->0101110001010->0101110011010->0101110011011->0101110111011->0101111111011->1101111111011->1111111111011->1111111111111,0,128,384,386,2434,2946,2954,2970,2971,3003,3067,7163,8187,8191
559,0000000000000->0001000000000->1001000000000->1001000100000->1001000110000->1001000111000->1101000111000->1101010111000->1101010111001->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,512,4608,4640,4656,4664,6712,6840,6841,6905,7161,8185,8187,8191
560,0000000000000->0001000000000->0001000100000->1001000100000->1001100100000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,512,544,4640,4896,5024,6048,8096,8104,8168,8169,8185,8187,8191
561,0000000000000->0000000000100->0001000000100->0001000000101->0001000100101->0001000101101->0011000101101->0011010101101->1011010101101->1011011101101->1111011101101->1111111101101->1111111101111->1111111111111,0,4,516,517,549,557,1581,1709,5805,5869,7917,8173,8175,8191
562,0000000000000->0001000000000->0001010000000->0001110000000->0011110000000->0111110000000->0111110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,640,896,1920,3968,4000,8096,8104,8168,8169,8171,8187,8191
563,0000000000000->0000100000000->0100100000000->0100100010000->0100100010010->0101100010010->1101100010010->1101110010010->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,256,2304,2320,2322,2834,6930,7058,7059,7123,7155,7163,8187,8191
564,0000000000000->0100000000000->0100100000000->0100100000010->0101100000010->0101100001010->0101100011010->0111100011010->1111100011010->1111100011011->1111100111011->1111101111011->1111111111011->1111111111111,0,2048,2304,2306,2818,2826,2842,3866,7962,7963,7995,8059,8187,8191
565,0000000000000->0000000000100->1000000000100->1000100000100->1001100000100->1001100001100->1011100001100->1011101001100->1011101101100->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,4,4100,4356,4868,4876,5900,5964,5996,5997,6125,6127,8175,8191
566,0000000000000->0000001000000->0000001100000->0000001100010->0000011100010->0000011110010->0100011110010->0100011110011->0100111110011->0101111110011->0101111111011->1101111111011->1111111111011->1111111111111,0,64,96,98,226,242,2290,2291,2547,3059,3067,7163,8187,8191
567,0000000000000->0001000000000->0001000010000->1001000010000->1001000110000->1001010110000->1001010111000->1101010111000->1101110111000->1101111111000->1101111111001->1101111111011->1111111111011->1111111111111,0,512,528,4624,4656,4784,4792,6840,7096,7160,7161,7163,8187,8191
568,0000000000000->0100000000000->0100100000000->0100100000001->0101100000001->0101100010001->0101110010001->0101110010011->0101111010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,2048,2304,2305,2817,2833,2961,2963,3027,7123,7155,7163,8187,8191
569,0000000000000->0000000010000->0000000010001->0100000010001->0100000010101->0100000011101->0100100011101->0100110011101->0110110011101->0111110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,17,2065,2069,2077,2333,2461,3485,3997,8093,8157,8189,8191
570,0000000000000->0000000000001->0000100000001->0001100000001->1001100000001->1011100000001->1011100100001->1011100110001->1111100110001->1111100111001->1111100111011->1111101111011->1111111111011->1111111111111,0,1,257,769,4865,5889,5921,5937,7985,7993,7995,8059,8187,8191
571,0000000000000->0000100000000->0000100000010->0100100000010->0100110000010->0101110000010->0101111000010->0101111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,256,258,2306,2434,2946,3010,3026,7122,7123,7155,7163,8187,8191
572,0000000000000->0001000000000->0001100000000->0001100100000->0011100100000->1011100100000->1111100100000->1111100101000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,768,800,1824,5920,7968,7976,8104,8168,8169,8171,8187,8191
573,0000000000000->0000001000000->0000001000001->0000001000101->1000001000101->1000001001101->1001001001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,65,69,4165,4173,4685,4941,5965,5997,6125,6127,8175,8191
574,0000000000000->0000100000000->1000100000000->1001100000000->1001100010000->1011100010000->1011100010001->1011100110001->1111100110001->1111100111001->1111100111011->1111101111011->1111111111011->1111111111111,0,256,4352,4864,4880,5904,5905,5937,7985,7993,7995,8059,8187,8191
575,0000000000000->0001000000000->0001000100000->0001010100000->1001010100000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,512,544,672,4768,5024,6048,8096,8104,8168,8169,8185,8187,8191
576,0000000000000->1000000000000->1000000010000->1000000010010->1100000010010->1100000010110->1100000011110->1100100011110->1101100011110->1101100011111->1101110011111->1101111011111->1101111111111->1111111111111,0,4096,4112,4114,6162,6166,6174,6430,6942,6943,7071,7135,7167,8191
577,0000000000000->1000000000000->1001000000000->1001100000000->1011100000000->1011100000010->1011110000010->1011110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,4096,4608,4864,5888,5890,6018,6019,8067,8075,8107,8171,8187,8191
578,0000000000000->0000010000000->0001010000000->0001010001000->0001010011000->1001010011000->1001010111000->1101010111000->1101011111000->1101111111000->1111111111000->1111111111001->1111111111011->1111111111111,0,128,640,648,664,4760,4792,6840,6904,7160,8184,8185,8187,8191
579,0000000000000->1000000000000->1000000000100->1000100000100->1000100010100->1000100010101->1000110010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,4096,4100,4356,4372,4373,4501,5013,6037,6045,8093,8157,8189,8191
580,0000000000000->1000000000000->1000100000000->1000100000010->1000100000011->1000100010011->1000110010011->1100110010011->1101110010011->1101110110011->1101110111011->1101111111011->1111111111011->1111111111111,0,4096,4352,4354,4355,4371,4499,6547,7059,7091,7099,7163,8187,8191
581,0000000000000->0000000000001->0000010000001->0000010001001->0000110001001->0100110001001->0100110011001->0100110011101->0101110011101->0111110011101->0111111011101->0111111111101->1111111111101->1111111111111,0,1,129,137,393,2441,2457,2461,2973,3997,4061,4093,8189,8191
582,0000000000000->0000000010000->0000010010000->0000010010001->0100010010001->0101010010001->1101010010001->1101010011001->1101010111001->1101110111001->1101111111001->1111111111001->1111111111011->1111111111111,0,16,144,145,2193,2705,6801,6809,6841,7097,7161,8185,8187,8191
583,0000000000000->0000100000000->0000100000001->0000100010001->0100100010001->0100110010001->0101110010001->0101110010011->0101110110011->0101110111011->0101111111011->1101111111011->1111111111011->1111111111111,0,256,257,273,2321,2449,2961,2963,2995,3003,3067,7163,8187,8191
584,0000000000000->0001000000000->0001000010000->0001100010000->1001100010000->1011100010000->1011100010001->1011100110001->1111100110001->1111100111001->1111101111001->1111101111011->1111111111011->1111111111111,0,512,528,784,4880,5904,5905,5937,7985,7993,8057,8059,8187,8191
585,0000000000000->0000100000000->0001100000000->0001100100000->0011100100000->0111100100000->0111110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,256,768,800,1824,3872,4000,8096,8104,8168,8169,8185,8187,8191
586,0000000000000->0000000000001->0000000000011->1000000000011->1000100000011->1000110000011->1000110010011->1100110010011->1101110010011->1101110110011->1101111110011->1101111111011->1111111111011->1111111111111,0,1,3,4099,4355,4483,4499,6547,7059,7091,7155,7163,8187,8191
587,0000000000000->0000001000000->0000001000001->0000001000101->1000001000101->1000001001101->1000101001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,65,69,4165,4173,4429,4941,5965,5997,6125,6127,8175,8191
588,0000000000000->0000000000010->0000000000011->0000000000111->0100000000111->0101000000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,2,3,7,2055,2567,2695,2703,6799,6831,7855,7919,7935,8191
589,0000000000000->0000000000010->0100000000010->0100010000010->0100010000011->0101010000011->0111010000011->0111110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,2,2050,2178,2179,2691,3715,3971,8067,8075,8107,8171,8187,8191
590,0000000000000->0000010000000->0000010010000->0100010010000->0100010011000->0110010011000->0111010011000->0111110011000->0111111011000->1111111011000->1111111111000->1111111111001->1111111111011->1111111111111,0,128,144,2192,2200,3224,3736,3992,4056,8152,8184,8185,8187,8191
591,0000000000000->1000000000000->1000000000100->1000001000100->1001001000100->1001001001100->1001001001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,4096,4100,4164,4676,4684,4685,4941,5965,5997,6125,6127,8175,8191
592,0000000000000->1000000000000->1000000000010->1000000010010->1100000010010->1100000010110->1100000011110->1100100011110->1101100011110->1101100011111->1101110011111->1101111011111->1101111111111->1111111111111,0,4096,4098,4114,6162,6166,6174,6430,6942,6943,7071,7135,7167,8191
593,0000000000000->0000000010000->0000000010010->1000000010010->1000100010010->1000110010010->1000110010011->1100110010011->1101110010011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,16,18,4114,4370,4498,4499,6547,7059,7067,7099,7163,8187,8191
594,0000000000000->0000000000010->1000000000010->1100000000010->1100000010010->1100100010010->1100100010011->1100110010011->1101110010011->1101110110011->1101111110011->1101111111011->1111111111011->1111111111111,0,2,4098,6146,6162,6418,6419,6547,7059,7091,7155,7163,8187,8191
595,0000000000000->0001000000000->0001000010000->0001010010000->1001010010000->1001010011000->1001010111000->1101010111000->1101011111000->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,512,528,656,4752,4760,4792,6840,6904,6905,7161,8185,8187,8191
596,0000000000000->0100000000000->0100000010000->1100000010000->1100100010000->1100100010001->1100110010001->1100111010001->1101111010001->1101111011001->1101111111001->1111111111001->1111111111011->1111111111111,0,2048,2064,6160,6416,6417,6545,6609,7121,7129,7161,8185,8187,8191
597,0000000000000->0000001000000->0000011000000->0000011000100->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,192,196,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
598,0000000000000->0000000010000->0000000010100->0000100010100->0000100010101->1000100010101->1001100010101->1001100011101->1011100011101->1111100011101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,20,276,277,4373,4885,4893,5917,7965,8093,8157,8189,8191
599,0000000000000->0000000000100->0010000000100->0010010000100->0011010000100->0111010000100->0111010000101->0111110000101->1111110000101->1111110010101->1111110011101->1111111011101->1111111111101->1111111111111,0,4,1028,1156,1668,3716,3717,3973,8069,8085,8093,8157,8189,8191
600,0000000000000->0000010000000->0000011000000->1000011000000->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,128,192,4288,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
601,0000000000000->0000000000010->0000000000110->0000000000111->1000000000111->1100000000111->1101000000111->1101010000111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,2,6,7,4103,6151,6663,6791,6799,6831,7855,7919,7935,8191
602,0000000000000->0000000000010->0100000000010->0100100000010->0100100010010->0101100010010->0101110010010->0101110010011->0101111010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,2,2050,2306,2322,2834,2962,2963,3027,7123,7155,7163,8187,8191
603,0000000000000->0100000000000->0100000000001->0101000000001->0101000001001->0101010001001->0101010101001->1101010101001->1101011101001->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,2048,2049,2561,2569,2697,2729,6825,6889,6905,7161,8185,8187,8191
604,0000000000000->0000100000000->0000110000000->1000110000000->1000110000100->1000110000101->1000110010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,256,384,4480,4484,4485,4501,5013,6037,6045,8093,8157,8189,8191
605,0000000000000->0000001000000->0000001100000->0000001100100->0000001100101->0000011100101->0000011101101->0000011101111->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,96,100,101,229,237,239,4335,4351,6399,6655,7167,8191
606,0000000000000->0000010000000->0001010000000->0001010001000->1001010001000->1001010101000->1001010111000->1101010111000->1101010111001->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,128,640,648,4744,4776,4792,6840,6841,6905,7161,8185,8187,8191
607,0000000000000->0000010000000->0001010000000->0001010001000->0001010101000->0001010101001->0001010111001->0101010111001->0101110111001->0101110111011->0101111111011->1101111111011->1111111111011->1111111111111,0,128,640,648,680,681,697,2745,3001,3003,3067,7163,8187,8191
608,0000000000000->0000000010000->1000000010000->1000000010001->1100000010001->1110000010001->1110000010101->1111000010101->1111010010101->1111110010101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,4112,4113,6161,7185,7189,7701,7829,8085,8093,8157,8189,8191
609,0000000000000->0000100000000->0000110000000->0000110000010->0100110000010->0110110000010->0110110000011->0111110000011->0111110001011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,256,384,386,2434,3458,3459,3971,3979,8075,8107,8171,8187,8191
610,0000000000000->0000000010000->0001000010000->0001000010001->1001000010001->1001100010001->1001100110001->1011100110001->1111100110001->1111100111001->1111101111001->1111101111011->1111111111011->1111111111111,0,16,528,529,4625,4881,4913,5937,7985,7993,8057,8059,8187,8191
611,0000000000000->0000000000001->1000000000001->1000000000101->1010000000101->1110000000101->1111000000101->1111100000101->1111110000101->1111110001101->1111110011101->1111111011101->1111111111101->1111111111111,0,1,4097,4101,5125,7173,7685,7941,8069,8077,8093,8157,8189,8191
612,0000000000000->0000100000000->0000100000100->0000100000101->0001100000101->0001100001101->0011100001101->0011110001101->0111110001101->1111110001101->1111110011101->1111111011101->1111111111101->1111111111111,0,256,260,261,773,781,1805,1933,3981,8077,8093,8157,8189,8191
613,0000000000000->0100000000000->0100000000001->0100000010001->0100000010101->0110000010101->0110010010101->0111010010101->0111010011101->0111011011101->0111111011101->0111111111101->1111111111101->1111111111111,0,2048,2049,2065,2069,3093,3221,3733,3741,3805,4061,4093,8189,8191
614,0000000000000->0001000000000->0001010000000->0001110000000->0001110000001->0011110000001->0011110100001->0111110100001->1111110100001->1111110101001->1111111101001->1111111101011->1111111111011->1111111111111,0,512,640,896,897,1921,1953,4001,8097,8105,8169,8171,8187,8191
615,0000000000000->0000010000000->0100010000000->0100010000010->0100010000011->0101010000011->0111010000011->0111110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,128,2176,2178,2179,2691,3715,3971,8067,8075,8107,8171,8187,8191
616,0000000000000->0000000000001->1000000000001->1000000000011->1000000010011->1100000010011->1100100010011->1101100010011->1101100011011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,1,4097,4099,4115,6163,6419,6931,6939,7067,7099,7163,8187,8191
617,0000000000000->0001000000000->1001000000000->1001000010000->1001000010001->1001100010001->1011100010001->1011100110001->1111100110001->1111100111001->1111101111001->1111111111001->1111111111011->1111111111111,0,512,4608,4624,4625,4881,5905,5937,7985,7993,8057,8185,8187,8191
618,0000000000000->0000001000000->1000001000000->1000001000001->1000001000101->1000001001101->1001001001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,4160,4161,4165,4173,4685,4941,5965,5997,6125,6127,8175,8191
619,0000000000000->0001000000000->1001000000000->1001000100000->1001010100000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,512,4608,4640,4768,5024,6048,8096,8104,8168,8169,8185,8187,8191
620,0000000000000->0000100000000->0000100000010->0100100000010->0100110000010->0101110000010->0101110010010->0101110010011->0101110110011->0101110111011->0101111111011->0111111111011->1111111111011->1111111111111,0,256,258,2306,2434,2946,2962,2963,2995,3003,3067,4091,8187,8191
621,0000000000000->0100000000000->0100000000001->0110000000001->0110100000001->0111100000001->0111100010001->1111100010001->1111100011001->1111100111001->1111100111011->1111101111011->1111111111011->1111111111111,0,2048,2049,3073,3329,3841,3857,7953,7961,7993,7995,8059,8187,8191
622,0000000000000->0000000000001->0000000000101->0000000010101->1000000010101->1000100010101->1001100010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,1,5,21,4117,4373,4885,5013,6037,6045,8093,8157,8189,8191
623,0000000000000->0000000000010->0000000000110->0000010000110->0100010000110->0100010000111->0101010000111->0101010100111->1101010100111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,2,6,134,2182,2183,2695,2727,6823,6831,7855,7919,7935,8191
624,0000000000000->0000001000000->0000001100000->1000001100000->1000001100010->1000011100010->1000011110010->1000011110011->1100011110011->1100111110011->1101111110011->1101111111011->1111111111011->1111111111111,0,64,96,4192,4194,4322,4338,4339,6387,6643,7155,7163,8187,8191
625,0000000000000->0000001000000->0000001000100->0000101000100->0001101000100->1001101000100->1001101000101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,68,324,836,4932,4933,4941,5965,5997,6125,6127,8175,8191
626,0000000000000->0100000000000->0101000000000->0101100000000->0101100010000->0111100010000->0111100011000->1111100011000->1111100011001->1111100111001->1111100111011->1111101111011->1111111111011->1111111111111,0,2048,2560,2816,2832,3856,3864,7960,7961,7993,7995,8059,8187,8191
627,0000000000000->0000010000000->0000010000001->0100010000001->0100110000001->0101110000001->0101110100001->0111110100001->1111110100001->1111110101001->1111111101001->1111111101011->1111111111011->1111111111111,0,128,129,2177,2433,2945,2977,4001,8097,8105,8169,8171,8187,8191
628,0000000000000->0000000000010->0000000010010->0000100010010->0000100010011->1000100010011->1100100010011->1101100010011->1101100011011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,2,18,274,275,4371,6419,6931,6939,7067,7099,7163,8187,8191
629,0000000000000->0000000010000->0000000010010->0000001010010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,16,18,82,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
630,0000000000000->0000010000000->0000010000100->1000010000100->1001010000100->1001010010100->1001010010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,128,132,4228,4740,4756,4757,5013,6037,6045,8093,8157,8189,8191
631,0000000000000->0000000010000->0000000010010->0100000010010->0100100010010->0101100010010->0101100011010->0101110011010->0101110011011->0101110111011->0101111111011->0111111111011->1111111111011->1111111111111,0,16,18,2066,2322,2834,2842,2970,2971,3003,3067,4091,8187,8191
632,0000000000000->1000000000000->1000100000000->1000100000010->1000100000011->1000110000011->1000110010011->1100110010011->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,4096,4352,4354,4355,4483,4499,6547,7059,7123,7155,7163,8187,8191
633,0000000000000->0000000000010->0000010000010->0000110000010->0100110000010->0101110000010->0101110010010->0101111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,2,130,386,2434,2946,2962,3026,7122,7123,7155,7163,8187,8191
634,0000000000000->0000010000000->0001010000000->1001010000000->1001010001000->1001010101000->1001010111000->1101010111000->1101110111000->1101111111000->1101111111001->1101111111011->1111111111011->1111111111111,0,128,640,4736,4744,4776,4792,6840,7096,7160,7161,7163,8187,8191
635,0000000000000->0000000010000->0100000010000->0100000010010->0101000010010->0101000010011->0101000110011->0101000111011->0101100111011->0101101111011->0111101111011->1111101111011->1111111111011->1111111111111,0,16,2064,2066,2578,2579,2611,2619,2875,2939,3963,8059,8187,8191
636,0000000000000->0001000000000->1001000000000->1001100000000->1001100100000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,4608,4864,4896,5024,6048,8096,8104,8168,8169,8171,8187,8191
637,0000000000000->0000010000000->0000010000010->0000010000110->0100010000110->0100010000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,128,130,134,2182,2183,2695,2703,6799,6831,7855,7919,7935,8191
638,0000000000000->0000100000000->0100100000000->0100101000000->0100101000001->0100101010001->0101101010001->0101101011001->0101111011001->0101111111001->0101111111011->0111111111011->1111111111011->1111111111111,0,256,2304,2368,2369,2385,2897,2905,3033,3065,3067,4091,8187,8191
639,0000000000000->0000000010000->1000000010000->1000000010100->1000001010100->1000001011100->1000001111100->1000001111101->1000011111101->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,16,4112,4116,4180,4188,4220,4221,4349,4351,6399,6655,7167,8191
640,0000000000000->0000000000001->0000001000001->1000001000001->1000001000101->1000001001101->1000101001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,1,65,4161,4165,4173,4429,4941,5965,5997,6125,6127,8175,8191
641,0000000000000->0000000010000->1000000010000->1000000010001->1001000010001->1001100010001->1001100110001->1011100110001->1111100110001->1111100111001->1111100111011->1111101111011->1111111111011->1111111111111,0,16,4112,4113,4625,4881,4913,5937,7985,7993,7995,8059,8187,8191
642,0000000000000->0001000000000->0001010000000->0001010001000->0001010101000->1001010101000->1001010111000->1101010111000->1101011111000->1101011111001->1101111111001->1101111111011->1111111111011->1111111111111,0,512,640,648,680,4776,4792,6840,6904,6905,7161,7163,8187,8191
643,0000000000000->0000000000001->0100000000001->0100000000011->0100010000011->0101010000011->0111010000011->0111110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,1,2049,2051,2179,2691,3715,3971,8067,8075,8107,8171,8187,8191
644,0000000000000->0000001000000->0000001000100->0000011000100->0000111000100->0001111000100->0001111001100->0011111001100->0011111101100->0011111101110->1011111101110->1111111101110->1111111111110->1111111111111,0,64,68,196,452,964,972,1996,2028,2030,6126,8174,8190,8191
645,0000000000000->0000000010000->0000001010000->0000011010000->1000011010000->1000011010010->1100011010010->1100111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,16,80,208,4304,4306,6354,6610,7122,7123,7155,7163,8187,8191
646,0000000000000->0100000000000->0100000000010->0100010000010->0100010000011->0101010000011->0111010000011->1111010000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,2048,2050,2178,2179,2691,3715,7811,8067,8075,8107,8171,8187,8191
647,0000000000000->0000000010000->0000010010000->0000010010100->0000110010100->0001110010100->0011110010100->1011110010100->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,144,148,404,916,1940,6036,6037,6045,8093,8157,8189,8191
648,0000000000000->0100000000000->0100000010000->0101000010000->0101000010010->0101000010011->0101000110011->0101000111011->0101100111011->0101101111011->0111101111011->1111101111011->1111111111011->1111111111111,0,2048,2064,2576,2578,2579,2611,2619,2875,2939,3963,8059,8187,8191
649,0000000000000->0000000000100->0000100000100->0000100000101->0001100000101->0001100001101->0001110001101->0011110001101->0111110001101->1111110001101->1111111001101->1111111011101->1111111111101->1111111111111,0,4,260,261,773,781,909,1933,3981,8077,8141,8157,8189,8191
650,0000000000000->0000100000000->0000100000001->0000110000001->0100110000001->0101110000001->0101110100001->0101110100011->0101110101011->0111110101011->0111111101011->0111111111011->1111111111011->1111111111111,0,256,257,385,2433,2945,2977,2979,2987,4011,4075,4091,8187,8191
651,0000000000000->0001000000000->0001010000000->0001110000000->0001110000001->0011110000001->0011110100001->0111110100001->1111110100001->1111110101001->1111111101001->1111111101011->1111111111011->1111111111111,0,512,640,896,897,1921,1953,4001,8097,8105,8169,8171,8187,8191
652,0000000000000->0000000000100->0000010000100->0010010000100->0011010000100->0111010000100->0111110000100->0111110000101->1111110000101->1111110010101->1111110011101->1111111011101->1111111111101->1111111111111,0,4,132,1156,1668,3716,3972,3973,8069,8085,8093,8157,8189,8191
653,0000000000000->0001000000000->0001000010000->0001100010000->1001100010000->1001100010001->1011100010001->1011100110001->1111100110001->1111100111001->1111100111011->1111101111011->1111111111011->1111111111111,0,512,528,784,4880,4881,5905,5937,7985,7993,7995,8059,8187,8191
654,0000000000000->0000000010000->1000000010000->1000000010001->1001000010001->1001100010001->1011100010001->1011100110001->1111100110001->1111100111001->1111101111001->1111101111011->1111111111011->1111111111111,0,16,4112,4113,4625,4881,5905,5937,7985,7993,8057,8059,8187,8191
655,0000000000000->0000000000100->0000000000110->0000010000110->0100010000110->0100010000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,4,6,134,2182,2183,2695,2703,6799,6831,7855,7919,7935,8191
656,0000000000000->0000000000010->0000000010010->0000100010010->0100100010010->0101100010010->0101101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,2,18,274,2322,2834,2898,6994,6995,7027,7035,8059,8187,8191
657,0000000000000->0000010000000->0000010000010->0000010000011->0100010000011->0101010000011->0111010000011->0111110000011->0111110001011->0111110101011->0111111101011->1111111101011->1111111111011->1111111111111,0,128,130,131,2179,2691,3715,3971,3979,4011,4075,8171,8187,8191
658,0000000000000->0000000000010->0000000000110->1000000000110->1000000000111->1100000000111->1101000000111->1101000001111->1111000001111->1111000011111->1111000111111->1111001111111->1111011111111->1111111111111,0,2,6,4102,4103,6151,6663,6671,7695,7711,7743,7807,7935,8191
659,0000000000000->0000000000010->1000000000010->1000000000110->1000010000110->1000010000111->1100010000111->1101010000111->1101010001111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,2,4098,4102,4230,4231,6279,6791,6799,6831,7855,7919,8175,8191
660,0000000000000->0000000000100->0000000010100->0000100010100->1000100010100->1001100010100->1001110010100->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,4,20,276,4372,4884,5012,5013,6037,6045,8093,8157,8189,8191
661,0000000000000->0000000000100->0000000010100->0000010010100->0000110010100->0000110010101->0000110011101->0100110011101->0110110011101->0110111011101->0111111011101->0111111111101->1111111111101->1111111111111,0,4,20,148,404,405,413,2461,3485,3549,4061,4093,8189,8191
662,0000000000000->0000100000000->0000100000010->0000100000011->0000100010011->1000100010011->1000110010011->1100110010011->1101110010011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,256,258,259,275,4371,4499,6547,7059,7067,7099,7163,8187,8191
