FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
146390,95260,100712.0,51500.0,40529,83276.3,29857.0,50.85,0.792
207539,114441,118850.0,138580.0,93273,97370.2,12272.0,90.9,0.794
160053,90956,115322.0,94997.5,70405,88427.8,13623.5,47.7,0.797
195577,118593,108078.0,66090.0,48409,89472.5,31500.5,53.55,0.798
226885,119729,124190.0,121750.0,81997,97308.5,20102.0,88.2,0.803
166733,104871,104195.0,59222.5,41611,93273.6,11732.5,38.7,0.804
155712,95048,107364.0,103968.0,76257,89350.7,29652.5,63.45,0.805
149433,98541,99382.1,57030.5,45760,81677.3,19387.0,47.7,0.809
160438,102732,102348.0,70363.0,53521,86158.9,31257.0,7.65,0.81
131130,89649,95859.7,51338.0,37321,90150.0,31679.5,60.75,0.813
173766,111449,102181.0,59732.0,43252,90506.7,30490.5,51.3,0.815
200510,121689,107985.0,88152.0,60804,95012.3,10911.0,32.4,0.817
176589,103339,111990.0,84711.0,60646,91541.4,16586.5,74.7,0.822
146344,102652,93430.1,86998.5,67857,84022.8,29903.5,32.85,0.829
237247,123573,125822.0,149254.0,93417,104708.0,18844.5,77.85,0.83
167961,102021,107894.0,87288.0,64965,88055.2,10888.5,84.6,0.83
136005,75596,117906.0,79416.5,57653,90275.3,31055.5,61.65,0.833
136587,86366,103644.0,71060.0,56573,82318.2,22714.5,54.45,0.838
179353,116403,100977.0,71757.5,52139,90195.4,11142.0,39.6,0.838
224740,126280,116634.0,186796.0,116485,105094.0,15096.5,80.1,0.839
162268,109837,96820.0,80050.0,61856,84812.4,30777.0,47.25,0.841
164035,89724,119814.0,112230.0,72184,101893.0,32026.0,39.6,0.842
163898,112605,95388.2,82131.0,62697,85850.0,25471.0,10.35,0.843
146320,92735,103405.0,117860.0,76674,100739.0,16583.5,32.4,0.845
164324,105209,102360.0,75109.5,53796,91500.8,25707.5,30.15,0.846
134371,94291,93393.5,43716.0,34219,83724.6,17357.5,43.2,0.847
141252,100497,92112.8,47890.5,40077,78313.0,18669.5,18.9,0.853
178287,105526,110724.0,100102.0,65774,99740.3,22144.5,92.7,0.854
178935,119800,97885.8,54827.5,42540,84465.8,10116.5,22.05,0.862
163783,106737,100562.0,52011.5,39053,87282.0,22474.0,31.05,0.865
157682,101516,101795.0,61229.0,42017,95501.9,23070.0,79.2,0.866
166659,99716,109533.0,91345.5,68188,87792.9,19625.5,50.4,0.867
188038,111317,110704.0,77635.0,54629,93135.3,12682.0,35.1,0.869
164533,107321,100473.0,59932.5,44116,89032.0,22665.0,44.55,0.871
158698,98112,106006.0,70566.5,53932,85749.6,28092.0,25.2,0.872
221779,118269,122894.0,104875.0,74160,92679.2,19812.5,64.35,0.873
156187,94409,108420.0,69384.5,54852,82899.1,31959.0,66.15,0.873
155658,103212,98837.2,105843.0,74472,93142.8,15252.0,36.0,0.873
162886,110704,96427.5,76597.5,60424,83077.8,27315.0,36.9,0.881
156356,104635,97930.4,119095.0,87046,89665.4,13306.5,58.95,0.883
180532,116956,101160.0,64117.0,49937,84145.5,24139.0,25.2,0.883
171391,111593,100654.0,68004.0,46580,95678.6,17804.0,49.05,0.885
176287,109690,105325.0,102643.0,69395,96935.1,29801.0,45.9,0.887
124415,77433,105300.0,64139.5,45332,92725.8,15122.5,61.2,0.898
185978,119228,102226.0,78152.5,58577,87437.1,26951.0,45.0,0.9
141576,91176,101762.0,70363.0,52120,88474.9,10605.0,13.5,0.904
118047,78148,98996.1,58688.0,45512,84509.1,11095.5,45.9,0.908
202558,113121,117351.0,83563.5,54017,101383.0,12973.5,69.75,0.911
127621,86708,96459.0,70067.5,49352,93044.7,27025.0,75.6,0.911
156227,88823,115269.0,98003.0,71835,89409.4,20714.0,31.5,0.915
174293,115387,98992.4,78266.5,50550,101469.0,19301.0,24.3,0.92
123670,84036,96445.0,51768.0,41316,82115.1,13979.0,21.6,0.924
198719,123609,105358.0,71651.0,50989,92092.8,21262.5,65.7,0.925
162434,105148,101241.0,93851.5,67061,91717.3,24496.0,27.0,0.928
196715,110989,116155.0,168042.0,101696,108292.0,29937.0,92.25,0.936
215145,127169,110874.0,132346.0,95021,91279.1,30581.0,110.25,0.936
135437,95338,93100.6,46336.5,38263,79364.1,15472.5,47.25,0.937
145332,90716,104992.0,51766.5,39644,85575.9,25769.0,54.45,0.938
186182,100120,121870.0,113667.0,77576,96025.6,16156.0,42.3,0.942
197070,123911,104230.0,96086.5,74059,85028.5,21836.5,46.35,0.943
134572,90793,97136.3,101528.0,72084,92304.9,22887.5,73.35,0.951
159246,112197,93018.0,63148.5,50349,82196.3,26182.0,49.95,0.956
190090,114167,109119.0,95512.0,59699,104851.0,24638.5,80.1,0.956
177321,100309,115851.0,100502.0,73309,89845.3,31824.5,53.55,0.957
173703,110368,103144.0,70332.0,52032,88585.5,16048.5,22.95,0.961
156471,102924,99631.6,58992.0,46609,82947.5,27264.0,31.5,0.961
199669,119115,109856.0,84363.0,55051,100431.0,16991.0,52.65,0.963
175687,107160,107445.0,81765.0,53285,100564.0,29339.0,20.25,0.965
208334,128577,106188.0,84177.0,58021,95079.8,26315.0,50.4,0.968
211661,137705,100733.0,61792.5,50045,80919.8,15802.5,30.6,0.971
184472,119428,101229.0,74408.5,50884,95834.4,24884.5,37.8,0.977
150644,102342,96466.7,69206.0,52826,85857.0,26549.5,43.65,0.983
141972,102233,91010.5,54417.5,43076,82791.0,17031.0,11.25,0.983
140396,86231,106701.0,104798.0,71647,95859.9,14153.5,33.3,0.988
202567,128837,103040.0,79923.0,62429,83900.7,24519.5,38.25,0.992
206056,130768,103267.0,86782.5,64856,87692.4,30590.0,44.1,0.997
135685,84852,104797.0,66960.5,52100,84228.9,12602.5,36.45,0.998
132431,94093,92238.3,63820.0,51389,81389.2,13481.5,40.05,0.999
212508,115061,121040.0,102756.0,64629,104199.0,28343.0,67.5,0.999
185864,125228,97269.0,77033.5,60545,83383.7,14087.5,44.1,1.004
154465,95043,106510.0,76606.5,55963,89710.8,32083.5,85.05,1.007
163132,103606,103189.0,88784.0,66666,87279.1,10217.5,53.1,1.008
168242,106067,103952.0,87281.0,64667,88453.9,31124.0,72.45,1.013
186912,117257,104467.0,71559.0,49748,94268.9,14318.0,68.4,1.014
165583,111237,97554.6,62895.0,46217,89185.5,25290.5,40.05,1.016
190108,122150,101997.0,71280.0,55878,83600.1,24941.5,49.5,1.021
108123,82388,86007.1,44269.5,35804,81031.3,19339.5,38.25,1.023
130975,87717,97855.6,61642.0,46885,86163.4,21979.5,38.25,1.028
171233,95708,117252.0,81766.5,51564,103922.0,32019.5,25.2,1.033
183521,104741,114828.0,140660.0,87361,105519.0,26770.5,89.55,1.036
197665,121369,106734.0,92549.5,69389,87410.5,11622.0,62.1,1.038
168731,108609,101814.0,68111.0,52797,84545.0,26688.5,41.4,1.039
163745,93021,115363.0,93525.5,68160,89925.0,17916.0,56.25,1.044
217273,126133,112890.0,201217.0,128625,102523.0,18486.5,145.8,1.046
202417,109382,121278.0,100992.0,69774,94858.3,29635.0,87.75,1.05
149726,104677,93740.4,65240.5,51981,82253.2,21964.5,30.6,1.051
134112,83197,105643.0,75193.5,55712,88452.8,14648.5,60.75,1.056
139434,84793,107768.0,67131.0,46052,95533.2,16369.0,47.7,1.057
138974,97063,93834.2,49002.0,36879,87079.2,26548.0,39.6,1.065
182718,118572,100990.0,67730.5,51064,86925.9,20647.5,36.9,1.065
133068,92323,94459.0,55873.5,44475,82332.2,27813.0,68.4,1.068
205036,118105,113774.0,106468.0,72756,95903.0,32034.0,63.45,1.069
192647,101989,123791.0,101038.0,67717,97783.8,32098.0,56.25,1.072
174145,105054,108637.0,159589.0,102154,102383.0,28841.5,67.5,1.074
132258,95121,91122.4,34563.0,29293,77326.4,18458.5,51.3,1.083
120557,76356,103474.0,56199.5,42936,85780.9,31857.5,41.4,1.083
157521,98620,104677.0,63124.5,42737,96799.7,9989.5,36.45,1.087
149360,96984,100928.0,46601.5,35829,85240.3,24190.0,26.1,1.091
161790,105057,100927.0,73541.0,56181,85786.7,10831.0,22.95,1.094
186558,110737,110408.0,93932.0,66533,92524.4,32125.0,43.65,1.094
133670,89272,98129.3,77344.5,56380,89905.1,21745.0,49.95,1.098
195854,118372,108433.0,79588.0,59288,87975.3,26308.0,58.5,1.099
193820,116593,108944.0,72621.5,50465,94309.4,17094.5,46.35,1.101
196242,124653,103174.0,67466.0,46670,94738.6,24044.0,50.4,1.105
187000,115368,106228.0,86939.0,59740,95373.9,27157.0,55.8,1.106
121342,80388,98923.9,54128.0,45144,78578.2,24966.5,44.1,1.106
230997,128917,117429.0,87431.0,57101,100346.0,10498.5,60.3,1.11
155634,103674,98381.7,82731.5,61747,87808.2,30785.5,45.0,1.113
176273,116745,98952.5,55596.5,42228,86283.3,19652.5,26.1,1.114
168450,107333,102853.0,65302.5,48381,88457.5,18957.5,41.85,1.114
119316,87332,89537.3,45770.5,34452,87066.5,30613.0,4.05,1.117
145330,95800,99419.2,50324.5,40769,80896.4,29689.5,37.35,1.121
192013,109893,114509.0,58902.0,41677,92621.9,21829.5,16.2,1.135
151706,87295,113892.0,99508.5,68034,95854.9,13532.5,42.3,1.137
165914,112680,96497.8,66692.5,49041,89124.6,17163.0,18.45,1.139
174816,101524,112848.0,69350.0,45152,100658.0,24713.5,58.5,1.142
168043,92673,118836.0,88220.5,64041,90280.0,11191.5,86.4,1.145
156612,105167,97594.8,61122.0,49202,81413.2,25986.5,54.0,1.146
141766,100057,92855.0,59231.5,45421,85462.6,24596.5,101.7,1.15
156874,99185,103654.0,134756.0,94349,93603.2,23697.0,84.6,1.156
205583,133569,100870.0,70311.5,55825,82542.5,28892.5,48.15,1.161
165824,111620,97360.9,57481.5,43272,87056.5,21880.0,57.15,1.164
172619,101299,111677.0,91360.0,63887,93718.1,14276.5,72.9,1.165
174422,112464,101640.0,65081.0,47960,88931.4,13912.5,48.15,1.174
156260,94484,108385.0,90299.0,64708,91454.5,17435.0,51.75,1.182
132012,80512,107457.0,61373.5,47632,84442.7,18964.0,34.2,1.184
188815,109797,112700.0,95769.5,73545,85340.3,12810.0,42.3,1.191
182922,96304,124480.0,114914.0,77284,97445.8,25786.0,65.25,1.191
152068,99757,99901.9,76942.0,49760,101336.0,17686.5,31.5,1.193
218616,116564,122913.0,191762.0,123720,101578.0,30172.0,144.45,1.195
212374,115684,120312.0,114846.0,78828,95480.2,10172.5,64.8,1.197
203191,121292,109787.0,77538.0,52440,96901.8,14968.5,62.1,1.197
