"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","586_15 YG D-A","Time"
115081,86735,86954,26901.5,22578,78085.6,21027.2,22.04,0.552
169634,117315,94763.2,57784.6,41899,90383.4,17416.6,2.28,0.553
108541,78607,90492.4,35419.2,29714,78119.2,20498.2,3.8,0.553
118915,90122,86474,48218.9,38698,81659.9,51427.5,34.96,0.553
78537.3,63419,81159,25785,22767,74223.4,20708.4,34.2,0.557
103425,80818,83868.4,38463.8,31154,80913,23967.8,-36.48,0.558
157714,111570,92641.2,44499.1,35362,82469.6,14211.9,98.8,0.56
166189,111746,97465.1,53448,40738,85982.8,29612.7,19,0.562
95353,74275,84134,27759.3,23063,78881,8957.41,24.32,0.564
117172,87425,87835.2,26396.4,21761,79496,27610.7,6.84,0.564
119056,85861,90873.4,38121.2,31317,79774.8,13179.3,46.36,0.564
125034,91406,89646.2,48290.5,39662,79793.5,20639.8,24.32,0.564
127020,91680,90798.2,40309.5,30472,86693.5,31421.4,-3.8,0.566
128698,84244,100118,55450.8,44508,81648.8,35844.3,44.08,0.566
106095,77268,89986,32132.9,26812,78541.7,16465.7,-4.56,0.567
104419,84012,81454.9,35822.7,29985,78295,16963.9,-2.28,0.567
136970,101377,88545.6,39105.2,31042,82559.1,28498.5,74.48,0.568
120787,91349,86655.6,35654.1,29601,78937.4,21248.2,62.32,0.568
141867,102522,90686.9,46613.5,36391,83945.5,12478.6,101.84,0.571
141404,102497,90412.9,53816.8,41661,84658.1,16992.4,-16.72,0.571
143231,99969,93897.1,41759.4,34125,80197.6,18975.9,40.28,0.571
93229.4,71571,85368.1,38916.6,32747,77883.1,1592.36,24.32,0.571
107879,84080,84085.8,26921.5,23512,75039.5,14747,41.04,0.573
148974,99135,98483.8,53341,41154,84943.3,15785.8,43.32,0.581
122847,92312,87213.9,35078.9,27096,84843.9,21026.4,-13.68,0.582
124492,91555,89112.4,38667.9,30719,82494.1,9131.43,33.44,0.583
152621,104884,95363.8,34885.6,28148,81223,15872,95.76,0.584
107237,80489,87314.6,29081.4,24637,77358.3,1330.56,3.04,0.585
157953,110408,93757.9,61321.3,48408,83018.3,25979.8,72.96,0.589
138928,99085,91888.7,37690.7,28509,86642.8,26059.9,76.76,0.592
123780,89065,91080.4,29905.3,23524,83313.7,18421.5,-1.52,0.593
104487,78416,87324.6,35272.2,29244,79045.1,26944.6,72.2,0.593
128383,99248,84774.8,43354.1,33820,84011,11905,69.16,0.594
168465,111549,98974.8,52393.9,36752,93428.5,22019.7,-15.2,0.595
135847,97128,91661.2,39505.6,30945,83665.9,36701.3,63.84,0.595
85887.4,69157,81390.4,22924.4,20125,74652.2,17840.1,54.72,0.597
134671,95706,92217.5,62957.5,49443,83449.3,37043.2,51.68,0.601
129006,85873,98454.1,43463.4,33481,85075.7,24532.2,63.84,0.602
111683,80037,91448,78386.8,54597,94092.3,16645.1,66.12,0.602
111649,84040,87065.7,40614.4,33457,79556,49282.3,48.64,0.603
118545,87921,88363.1,60493.5,45417,87291.2,51774,77.52,0.603
134414,99017,88964.2,57997.9,44285,85829.4,27783.9,10.64,0.605
148351,102036,95283.2,59164.5,45736,84777.9,41349.8,19.76,0.605
110138,85152,84766.3,25674.9,22496,74796.8,15822.7,18.24,0.607
117840,88401,87360.5,31091.1,25925,78595.3,13099.2,5.32,0.608
128460,92081,91427.8,30597.5,25221,79506.6,20911.7,-22.04,0.609
81780.9,62788,85360.1,29003.6,24332,78118.5,10021.5,53.96,0.61
131426,99547,86523.5,44924.9,37942,77597.3,27516.7,42.56,0.616
126718,91050,91209.1,43087.7,35626,79262.1,15450.8,34.96,0.616
158879,121543,85667.4,64796.3,48683,87227.3,29195.3,-10.64,0.617
135212,91747,96583.5,44372,34951,83201.2,56806,-11.4,0.617
98080.5,69878,91986.1,35272.9,29622,78038.2,16003.7,-21.28,0.618
110892,80370,90424.8,38430.7,31530,79879.3,24979.6,-12.16,0.62
118495,85678,90637.9,35019.6,28307,81076.9,22862.1,-41.04,0.622
126147,91682,90172.1,44364.3,32606,89169.5,41988.1,60.04,0.623
111192,85237,85492.2,23431.1,20173,76120.6,13451.9,53.96,0.624
107564,81889,86084.1,34868.7,28957,78915.4,9659.65,75.24,0.624
132859,95544,91131.3,32899.8,26657,80883.8,28773.4,63.84,0.628
122965,85205,94579.4,39108.3,32333,79268.9,23121.6,43.32,0.629
129440,94530,89738.5,35780.4,29006,80842,17311.1,-2.28,0.631
101950,79435,84111.8,31459.9,27864,73993.5,13497.3,43.32,0.632
129188,90501,93550.9,33879.2,28909,76803.4,38005.7,38.76,0.636
144070,93544,100934,48697.9,38481,82936.1,32062,69.16,0.637
152750,103813,96429.7,55787.3,41209,88720.3,28974.3,38.76,0.641
94135.1,71144,86714.8,25763.4,22965,73522,9002.07,4.56,0.641
175212,117189,97984.5,54712.3,41549,86298.8,32221.4,37.24,0.642
113075,82748,89555,33607.4,27925,78871.8,16844.5,9.88,0.643
126020,93117,88693,49611.1,40240,80798,27798.5,53.2,0.645
133054,95158,91634.9,43221.6,34810,81372.4,32170.6,37.24,0.649
117533,81216,94841.6,50635.2,41168,80607,33273.2,88.92,0.65
120770,88984,88946.2,35162.1,29804,77317.8,17295,39.52,0.652
131613,94892,90896.7,29420.2,25212,76474.7,9675.82,54.72,0.655
110141,82028,87996.8,30126.2,25601,77120.2,16565,17.48,0.656
169645,113371,98066.1,61535.3,45846,87963.6,35508.6,76.76,0.657
122282,88001,91066,30535.9,24921,80301.8,30395.8,34.2,0.66
147236,102137,94473.9,47711.5,37517,83344.1,15595.6,84.36,0.66
153613,106249,94750.6,43553.5,33065,86324.6,23408,31.92,0.661
141048,95861,96428.6,47349.6,38665,80256.1,15912.8,38,0.662
121575,91885,86712.2,35931.3,30048,78367.7,13977.8,50.92,0.662
149286,102660,95301,46136.1,34864,86724.8,20425.8,1.52,0.662
126759,87891,94517.8,44705.4,36303,80704.5,30253.3,27.36,0.662
109255,79654,89890.4,29680.4,24494,79412.8,29487.1,-18.24,0.665
112585,81521,90508.7,43663.6,33761,84758.7,21315.9,15.2,0.666
110308,84338,85716,34150.3,28686,78019.7,29634.2,15.96,0.666
145324,103541,91982.5,41432.2,33729,80503.4,21903.4,114,0.666
118976,88138,88465.6,36536.5,29491,81192.8,18222,-52.44,0.667
141543,102018,90927,35022.7,28682,80023.9,7518.28,26.6,0.667
103863,80687,84360.3,24574.5,20370,79063.2,16148.4,-25.84,0.669
112613,82568,89383.2,32692.7,27496,77922.1,28911.2,-8.36,0.669
123780,88003,92179.5,35525.5,29159,79844.9,21703.2,27.36,0.671
172152,120211,93852.7,49498.7,35515,91340.2,34061.7,29.64,0.671
140799,101982,90481,41901.9,33898,81010.1,22442.4,39.52,0.672
154305,101483,99647.5,59035.9,46447,83298.8,11814.9,-9.88,0.674
133411,94551,92470.7,60287.1,47179,83744.4,31013.3,34.2,0.674
103949,79341,85862.2,28578.5,22969,81541.4,14077.9,9.12,0.676
118171,90019,86031.4,32189.8,27055,77974.3,9411.71,-7.6,0.676
115101,88347,85382.1,34921.8,26838,85275.9,16539.6,29.64,0.677
122947,87998,91564.4,38932.7,31431,81177.7,21001.8,19,0.677
161969,109518,96923,53246.3,41955,83173.6,22812,94.24,0.678
84817.1,65871,84385.7,28433.8,25410,73334.8,1379.07,65.36,0.679
94681.8,73786,84095.5,32139,26727,78806.6,16740.6,23.56,0.679
127042,91941,90555.9,39487.9,32609,79360.9,22565.6,36.48,0.681
138918,103086,88315.8,47084,37495,82296.1,27467.4,31.16,0.682
114690,87849,85559.7,37176.4,30964,78684.6,17042.4,25.84,0.682
142407,95641,97581.4,57255.7,45325,82786.7,29358.6,26.6,0.683
129892,94769,89824.9,45481.6,36825,80941.8,23220.9,-9.88,0.683
139820,97089,94380,48631.7,37945,83993.3,28567.8,90.44,0.684
