antigen	phenotype_name	scope	order	fold	r2_train	r2_test	n_samples	n_train_used	n_test_used	n_params	alpha_bonf	num_sig
expression	latent_logistic_v1	all	3	3	0.2085010077004148	0.09983973665367685	8150	7131	1019	378	0.00013227513227513228	8
expression	latent_logistic_v1	all	3	4	0.20408780231721002	0.1286494200232955	8150	7131	1019	378	0.00013227513227513228	10
expression	latent_logistic_v1	all	3	5	0.21153865017898033	0.07796666848539047	8150	7131	1019	378	0.00013227513227513228	7
expression	latent_logistic_v1	all	3	6	0.2104734697699523	0.08345369026632454	8150	7132	1018	378	0.00013227513227513228	6
expression	latent_logistic_v1	all	3	7	0.20345204629253366	0.13381219532485966	8150	7132	1018	378	0.00013227513227513228	7
expression	latent_logistic_v1	all	4	0	0.29668301607901104	0.07047860401336625	8150	7131	1019	1093	4.574565416285453e-05	2
expression	latent_logistic_v1	all	4	1	0.29823378548559654	0.056461929793226506	8150	7131	1019	1093	4.574565416285453e-05	2
expression	latent_logistic_v1	all	4	2	0.30756248539756637	-0.014660703935025943	8150	7131	1019	1093	4.574565416285453e-05	4
expression	latent_logistic_v1	all	4	3	0.30309018990588554	0.016455336389738173	8150	7131	1019	1093	4.574565416285453e-05	0
expression	latent_logistic_v1	all	4	4	0.30447477485947827	-0.004388912320506755	8150	7131	1019	1093	4.574565416285453e-05	1
expression	latent_logistic_v1	all	4	5	0.30824938052750595	-0.023174444351531154	8150	7131	1019	1093	4.574565416285453e-05	1
expression	latent_logistic_v1	all	4	6	0.30594903553562147	-0.005023362051663316	8150	7132	1018	1093	4.574565416285453e-05	1
expression	latent_logistic_v1	all	4	7	0.29628559347575933	0.06667908750822193	8150	7132	1018	1093	4.574565416285453e-05	0
