"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","582_15 YG D-A","Time"
116433,64004,119220,98308.6,74699,86249.5,42378.7,211.68,4.637
113708,60121,123950,71210.3,53223,87684.7,21249,221.76,4.681
129667,65469,129800,152228,110587,90213.4,32774.8,211.26,4.786
108314,60201,117912,70924.7,56722,81945.6,46203.5,222.6,4.868
96844.2,54861,115688,73179.7,54400,88160.1,33077.7,188.58,4.873
91915.5,50563,119134,127547,96080,86999.5,40397.9,243.6,4.877
141055,77232,119693,94027,76503,80547.8,39101.9,259.98,4.949
98378.9,56335,114447,80493.5,62460,84457.6,33717.1,181.86,4.958
139457,74660,122415,63093.6,48227,85738.3,19327.7,154.56,4.965
109728,61706,116539,103289,79282,85380.2,73050.7,279.72,4.977
109058,60648,117848,70665.5,52086,88913.2,22621.7,204.96,5.013
94996.5,53789,115743,65586.2,49653,86566,42157.8,202.02,5.017
94298.2,53429,115666,69770.7,53314,85765.3,18786.1,171.78,5.041
148159,78636,123477,90647.1,68994,86103.8,12624.1,142.8,5.051
136557,69529,128715,126510,98107,84509.1,49684.9,252,5.063
88416,51933,111575,100467,76539,86024.2,41150.7,204.12,5.068
82416,45728,118116,100303,78902,83311.5,22310.1,184.38,5.103
89837.4,55811,105492,96624.9,75857,83478.3,27430.4,225.54,5.108
157343,72732,141775,138410,93754,96751.2,30189.8,286.44,5.119
61609.6,37644,107259,84830.8,64170,86636.6,8165.34,1952.16,5.123
79382.4,46956,110793,114896,89162,84451.3,47458.4,236.04,5.146
100578,56269,117142,66758.6,52619,83146.6,17875.6,146.16,5.148
94482.6,54137,114377,103314,81339,83241.5,31554.9,267.96,5.152
78214.4,46068,111267,71906.9,55776,84489.6,50563.4,274.68,5.153
90719.4,54824,108445,96310.6,78556,80347.9,41407.7,212.52,5.188
124417,68524,118992,102874,80046,84225.8,3540.24,118.02,5.19
121857,70781,112827,100218,81302,80783.9,53713.8,271.32,5.197
140149,69175,132776,96631.9,69541,91066.7,24511.1,173.88,5.227
129612,65368,129945,94992.5,69731,89277.8,42544.4,217.56,5.234
131524,67972,126811,107376,79594,88411.4,1161,135.66,5.234
109293,60060,119258,73286.1,57043,84197.5,18973.4,165.48,5.236
63682.6,41183,101340,44378.8,37732,77080.7,2732.94,224.7,5.239
56299.5,35101,105115,39236.9,33374,77049,16290.2,165.06,5.247
125369,68831,119367,84049.4,64174,85833.2,37115.8,220.08,5.333
86990.1,47128,120968,120812,88320,89646,49366.8,254.1,5.388
133790,69417,126310,91390.7,70531,84918.4,51813,249.48,5.391
95594.2,55661,112554,143450,108391,86733.5,23486.2,703.5,5.4
155524,72416,140749,183076,121311,98903.5,56867.4,282.24,5.417
114796,60780,123778,104976,73182,94008.2,55270.1,255.78,5.459
124329,69101,117915,112377,86751,84895.3,36646.6,279.3,5.558
126419,59588,139037,83642.8,59758,91730.2,34642.6,194.88,5.607
78900.5,47721,108355,64277.3,53148,79259.3,20881.8,152.88,5.614
96908.2,55093,115277,69359.2,55942,81254.3,30884.2,212.52,5.641
123806,63217,128348,71270.8,52918,88264.9,32349.2,204.54,5.665
103416,56505,119945,123428,86574,93434.1,27453.6,181.02,5.681
89080.3,50199,116296,96425.6,77100,81963,15909.5,167.16,5.73
117345,66269,116047,67856.4,54371,81790.6,24379.9,171.78,5.731
70499.8,42457,108823,70537,50727,91129.2,30121.2,240.24,5.757
105249,60881,113296,72456.7,60458,78542.5,32714.3,194.04,5.763
135268,74815,118492,76148.1,58147,85824.6,19288.8,151.2,5.766
115446,64301,117663,129982,97183,87654.1,31322.7,280.56,5.79
119467,62692,124886,91341.5,63222,94684.8,41894.8,219.66,5.807
50311.7,31987,103080,39354.7,33221,77636.1,15899.8,139.44,5.812
112715,60791,121513,116264,83655,91081.9,55095.1,249.06,5.83
133740,71532,122530,98843.8,70250,92211,598.86,111.3,5.852
136589,67592,132435,107223,76080,92363.3,35377.6,262.92,5.859
139214,69892,130538,126007,87470,94409.7,5037.66,115.92,5.882
99431,55437,117544,152567,107746,92798,52276.9,1335.6,5.914
154509,80660,125538,99505.8,74702,87296.4,2291.22,121.8,5.921
84588.8,49073,112967,69208.6,53887,84169.7,22543.9,168,5.924
85291.5,51082,109425,51379.9,42014,80145.5,29493.7,192.78,5.929
174509,89647,127574,86674.9,66434,85503.3,40319.6,265.44,5.948
121396,67376,118081,63315,50299,82494.9,1375.92,113.4,6.096
119835,66797,117573,125106,89010,92112.3,23131.4,249.06,6.126
74581.1,43362,112720,125248,101406,80944.5,18579.2,230.58,6.14
106389,56316,123807,85334,63008,88757.8,46504.8,233.94,6.154
66217.6,42202,102830,41702.6,35198,77647,17565.1,207.48,6.168
81025.3,49033,108296,70424.6,56815,81234.7,30385.8,178.5,6.168
132110,67777,127742,128346,90823,92611.5,4917.24,162.96,6.211
94419.8,50657,122153,61275.4,41567,96609,21459.6,309.96,6.246
100307,58568,112240,82134.5,67573,79658.6,25362.7,185.22,6.272
69831,42629,107355,44918.8,36203,81313.7,27212.8,195.3,6.275
86060.2,49902,113022,119676,96113,81602.7,6956.28,168,6.279
104632,55805,122878,149929,103686,94764.4,16104.4,864.36,6.28
120977,62262,127338,134427,93832,93888.8,101035,405.72,6.291
130449,65261,130999,151330,104802,94631.5,1628.1,569.52,6.343
126498,70612,117405,79353,61763,84200.5,2028.78,112.98,6.362
94199.7,50988,121077,113617,88009,84604.7,41022.7,217.14,6.369
84801.9,46745,118891,129416,99143,85547.5,40393.6,289.38,6.43
130307,66975,127507,92391.3,63378,95537.2,36685.4,286.02,6.459
111986,60857,120596,79579.3,57889,90091.5,60703,271.32,6.473
107373,52332,134464,110850,73398,98976,37789.2,224.7,6.476
109164,63929,111908,61373.7,50423,79768.9,19222.4,183.96,6.504
143337,66937,140337,63643.3,43091,96793.5,52497.7,229.74,6.528
120768,65013,121740,92849.2,72090,84407.9,43780.5,254.94,6.529
80765.4,47784,110770,55156.1,43338,83407.5,26277.5,163.8,6.537
143397,76460,122910,138193,98657,91799,34366.7,259.98,6.597
116239,63010,120899,75078.9,56040,87801.1,1404,115.92,6.632
109666,57610,124754,155404,104929,97061.4,17815.1,147.42,6.632
140388,76200,120741,76331.7,60823,82246.4,35740.4,186.9,6.646
116764,65837,116230,129387,98822,85805.7,35160.5,342.3,6.662
66889,41384,105926,72551.2,59336,80132,9642.78,188.16,6.674
119694,59277,132332,134250,88902,98965.2,72914.6,360.36,6.685
87678.7,51156,112325,64019.2,49511,84740,36854.5,189,6.722
97182.7,54858,116099,87740.3,66829,86042.7,39101.9,349.02,6.723
124311,65444,124486,145103,99038,96018.7,9804.78,147.84,6.748
81379.8,43769,121851,92865.4,69442,87641.9,47484.4,308.7,6.751
98818.6,55869,115917,62046,48894,83164.5,28509.8,193.2,6.755
67085.4,40487,108591,110141,90228,79999.6,27760.3,181.86,6.764
123034,65053,123948,87217.6,62327,91708.1,45701.8,246.54,6.811
86190.1,51585,109500,56776.1,44170,84240,36557.5,231.84,6.818
80677.8,50559,104577,46421.1,38670,78672.2,24213.6,161.7,6.823
127701,72146,116001,63048.8,48577,85060.1,22749.1,163.38,6.827
126344,67749,122217,95718.8,69660,90052.1,23676.3,162.96,6.835
85486.7,46128,121455,99842.8,70079,93370.3,22946.2,170.94,6.855
155708,72836,140102,198118,136223,95313.5,84871.8,375.9,6.859
111032,61164,118968,78241.1,58924,87020.8,24120.7,161.28,6.874
113644,61973,120178,80849.3,59079,89685.7,49907.3,312.06,6.904
114168,58485,127933,119931,83463,94170.9,47738.2,310.38,6.917
111115,58856,123726,141898,101978,91190.5,67834.3,265.02,6.976
94385.9,52557,117695,146326,107746,89002.1,74103.7,548.1,6.985
78647.7,47332,108896,80167.3,64318,81685.5,16856.6,157.08,6.988
88446.1,51140,113344,52774.2,42062,82226.5,10061.8,154.56,6.99
73367.7,45797,104990,52771.5,44311,78049.1,15601.1,144.06,7.008
109727,61857,116253,61987.1,48171,84332.7,26607.4,230.16,7.044
105706,55452,124928,89724.8,61359,95832.8,12341.2,150.36,7.062
99719.7,55154,118491,60863.9,44746,89142.7,22469.4,207.9,7.117
54682.2,34081,105151,61211.7,46697,85906.4,805.14,2243.22,7.12
85882.9,50840,110708,49442.9,39163,82738.6,33304,180.18,7.157
177297,86540,134265,112240,83942,87629.2,46866.1,212.1,7.165
95733.1,54824,114438,58741.7,44970,85605.9,24401.5,183.54,7.294
93073.3,53545,113916,54315.4,41131,86543.3,37082.3,235.2,7.295
81221.1,47448,112184,59182.9,46972,82572.9,32754.8,253.26,7.312
135178,71096,124606,122705,94046,85506.9,30791.9,181.44,7.315
107678,59471,118659,64327,49104,85853.1,30026.7,259.98,7.336
117944,66065,116999,103682,78383,86688.2,31147.7,180.6,7.349
112621,61264,120475,68848.4,53498,84340.5,26309.3,204.12,7.358
106820,62237,112482,63569.3,48418,86044,17635.3,197.4,7.361
81411.2,48906,109094,110319,83715,86363.1,599.94,212.94,7.367
107875,63505,111325,101210,82537,80362.8,17806,160.44,7.375
41760.6,25153,108807,60402.8,46383,85345,6959.52,233.1,7.403
129642,66547,127673,104175,70964,96206.9,45698,271.74,7.444
126400,66889,123843,122460,86806,92453.4,55267.9,291.9,7.452
77811.8,47860,106550,59743.4,48359,80964.2,23704.9,190.68,7.48
59402.9,37644,103417,41214.4,34544,78191,20850.5,175.14,7.543
68373.8,41427,108165,105103,81012,85025.2,43323.7,257.04,7.565
88273.3,54505,106138,52924.9,42981,80698.1,40304,254.52,7.582
108004,60394,117200,83287.4,63302,86226.8,33876.9,228.9,7.602
117953,64941,119033,71751.4,57313,82046,24504.7,203.7,7.604
103554,59644,113784,68906.2,53050,85124.1,20248.4,164.22,7.616
116837,62981,121577,118743,85043,91505.8,124115,490.14,7.635
87651.2,52649,109106,54228.4,44709,79489.9,23110.9,204.54,7.637
169041,81066,136657,107385,78684,89441.1,50451.7,234.78,7.687
77329.3,44689,113403,107269,81981,85751.7,9926.82,1001.28,7.691
81160.3,49704,107012,78854,66343,77894.9,509.76,176.4,7.695
100127,50913,128885,124118,82639,98430.4,30464.6,189.42,7.702
101117,54516,121558,82865.2,60224,90174.2,47889.9,223.86,7.748
82846.7,43788,123994,124212,83411,97593.7,40849.4,228.06,7.767
131851,67172,128640,176287,123274,93719.4,70689.8,425.46,7.787
124654,62084,131585,94112.3,67192,91792.8,25287.7,220.08,7.792
87214.7,46640,122549,136494,98855,90488.9,69056.8,357,7.813
182349,88839,134518,169933,120790,92199.2,56897.1,288.54,7.814
62067.2,39034,104208,54526.5,45455,78615.1,28145.3,184.38,7.819
150337,74982,131398,108266,78840,89996.2,19995.7,194.46,7.828
69524.5,37917,120167,105672,78970,87695.2,51361.6,231.84,7.867
100148,56826,115499,100184,77206,85040.8,48610.3,224.7,7.89
81689,46021,116329,73738.1,56382,85710,22833.9,196.14,7.951
129921,69433,122629,81677.7,61059,87666.5,6526.98,133.56,7.953
134122,73154,120155,91355,69655,85952.8,36388.4,356.16,8.005
48158.1,29808,105881,78547.9,61054,84314.1,8779.86,1131.48,8.044
105084,61116,112684,71459.8,57386,81608.6,22596.8,160.44,8.086
113149,62129,119354,84461.4,63513,87151.7,43337.2,220.5,8.123
95283.8,55889,111731,58114.8,48575,78406.8,24635.3,182.7,8.123
87342.7,52312,109422,59286.6,47843,81211.6,25101.9,202.44,8.129
121554,61362,129822,93015.5,66359,91861.9,40686.8,259.14,8.141
94505.6,54588,113459,81320.2,61133,87177.2,29324.7,225.96,8.149
108103,59612,118846,77070.4,59423,84998.9,38156.9,233.94,8.153
86432.6,51781,109392,56648.7,46779,79363.2,31286.5,178.08,8.161
99463.7,57234,113891,74253.2,60179,80863.1,17227.6,162.54,8.166
75351.7,47137,104764,53006.9,43218,80380,19124.6,160.86,8.171
176978,87840,132040,136234,91895,97157.2,87302.3,1147.86,8.182
99643.5,56977,114612,69361.9,54338,83656.1,32178.6,185.22,8.185
88311.7,49506,116907,52677.5,40191,85896.7,25835.8,170.52,8.229
76239.4,46124,108326,105645,82118,84311.8,23323.1,165.9,8.263
73770.2,44742,108055,63464.6,50701,82034.2,27837,203.28,8.264
108320,60794,116769,95448.8,63138,99074,40737.6,244.44,8.286
133221,69279,126023,173686,119031,95628,21388.3,164.64,8.303
94136.3,56860,108500,57149.8,46299,80895.3,9198.9,131.04,8.304
89466.9,51552,113736,64895,48802,87147.3,7671.24,144.06,8.332
118301,65331,118673,188024,134371,91704,30788.6,464.1,8.353
